   1.4922867e+05   1.0170000e+01   0.0000000e+00   1.2554876e+01   0.0000000e+00   1.2371380e+01   0.0000000e+00   1.2297981e+01
   1.4877587e+05   1.0175000e+01   1.9765387e+02   1.2552004e+01   1.9765387e+02   1.2368507e+01   1.9765387e+02   1.2295108e+01
   1.4832283e+05   1.0180000e+01   3.9530775e+02   1.2549131e+01   3.9530775e+02   1.2365635e+01   3.9530775e+02   1.2292236e+01
   1.4786957e+05   1.0185000e+01   5.9296162e+02   1.2546259e+01   5.9296162e+02   1.2362762e+01   5.9296162e+02   1.2289363e+01
   1.4741609e+05   1.0190000e+01   7.9061549e+02   1.2543386e+01   7.9061549e+02   1.2359890e+01   7.9061549e+02   1.2286491e+01
   1.4696227e+05   1.0200000e+01   9.8826936e+02   1.2540514e+01   9.8826936e+02   1.2357017e+01   9.8826936e+02   1.2283619e+01
   1.4650811e+05   1.0205000e+01   1.1859232e+03   1.2537641e+01   1.1859232e+03   1.2354145e+01   1.1859232e+03   1.2280746e+01
   1.4605373e+05   1.0210000e+01   1.3835771e+03   1.2534769e+01   1.3835771e+03   1.2351272e+01   1.3835771e+03   1.2277874e+01
   1.4559912e+05   1.0215000e+01   1.5812310e+03   1.2531896e+01   1.5812310e+03   1.2348400e+01   1.5812310e+03   1.2275001e+01
   1.4514429e+05   1.0220000e+01   1.7788849e+03   1.2529024e+01   1.7788849e+03   1.2345527e+01   1.7788849e+03   1.2272129e+01
   1.4468923e+05   1.0225000e+01   1.9765387e+03   1.2526151e+01   1.9765387e+03   1.2342655e+01   1.9765387e+03   1.2269256e+01
   1.4423395e+05   1.0230000e+01   2.1741926e+03   1.2523279e+01   2.1741926e+03   1.2339782e+01   2.1741926e+03   1.2266384e+01
   1.4377844e+05   1.0235000e+01   2.3718465e+03   1.2520406e+01   2.3718465e+03   1.2336910e+01   2.3718465e+03   1.2263511e+01
   1.4332259e+05   1.0245000e+01   2.5695003e+03   1.2517534e+01   2.5695003e+03   1.2334037e+01   2.5695003e+03   1.2260639e+01
   1.4286641e+05   1.0250000e+01   2.7671542e+03   1.2514662e+01   2.7671542e+03   1.2331165e+01   2.7671542e+03   1.2257766e+01
   1.4241000e+05   1.0255000e+01   2.9648081e+03   1.2511789e+01   2.9648081e+03   1.2328292e+01   2.9648081e+03   1.2254894e+01
   1.4195326e+05   1.0265000e+01   3.1624620e+03   1.2508917e+01   3.1624620e+03   1.2325420e+01   3.1624620e+03   1.2252021e+01
   1.4149617e+05   1.0270000e+01   3.3601158e+03   1.2506044e+01   3.3601158e+03   1.2322548e+01   3.3601158e+03   1.2249149e+01
   1.4103887e+05   1.0275000e+01   3.5577697e+03   1.2503172e+01   3.5577697e+03   1.2319675e+01   3.5577697e+03   1.2246276e+01
   1.4058122e+05   1.0285000e+01   3.7554236e+03   1.2500299e+01   3.7554236e+03   1.2316803e+01   3.7554236e+03   1.2243404e+01
   1.4012324e+05   1.0290000e+01   3.9530775e+03   1.2497427e+01   3.9530775e+03   1.2313930e+01   3.9530775e+03   1.2240531e+01
   1.3966492e+05   1.0300000e+01   4.1507313e+03   1.2494554e+01   4.1507313e+03   1.2311058e+01   4.1507313e+03   1.2237659e+01
   1.3920615e+05   1.0310000e+01   4.3483852e+03   1.2491682e+01   4.3483852e+03   1.2308185e+01   4.3483852e+03   1.2234787e+01
   1.3874693e+05   1.0320000e+01   4.5460391e+03   1.2488809e+01   4.5460391e+03   1.2305313e+01   4.5460391e+03   1.2231914e+01
   1.3828725e+05   1.0330000e+01   4.7436929e+03   1.2485937e+01   4.7436929e+03   1.2302440e+01   4.7436929e+03   1.2229042e+01
   1.3782725e+05   1.0335000e+01   4.9413468e+03   1.2483064e+01   4.9413468e+03   1.2299568e+01   4.9413468e+03   1.2226169e+01
   1.3736690e+05   1.0345000e+01   5.1390007e+03   1.2480192e+01   5.1390007e+03   1.2296695e+01   5.1390007e+03   1.2223297e+01
   1.3690599e+05   1.0360000e+01   5.3366546e+03   1.2477319e+01   5.3366546e+03   1.2293823e+01   5.3366546e+03   1.2220424e+01
   1.3644452e+05   1.0370000e+01   5.5343084e+03   1.2474447e+01   5.5343084e+03   1.2290950e+01   5.5343084e+03   1.2217552e+01
   1.3598260e+05   1.0380000e+01   5.7319623e+03   1.2471574e+01   5.7319623e+03   1.2288078e+01   5.7319623e+03   1.2214679e+01
   1.3552023e+05   1.0390000e+01   5.9296162e+03   1.2468702e+01   5.9296162e+03   1.2285205e+01   5.9296162e+03   1.2211807e+01
   1.3505752e+05   1.0395000e+01   6.1272701e+03   1.2465829e+01   6.1272701e+03   1.2282333e+01   6.1272701e+03   1.2208934e+01
   1.3459436e+05   1.0410000e+01   6.3249239e+03   1.2462957e+01   6.3249239e+03   1.2279460e+01   6.3249239e+03   1.2206062e+01
   1.3413064e+05   1.0420000e+01   6.5225778e+03   1.2460085e+01   6.5225778e+03   1.2276588e+01   6.5225778e+03   1.2203189e+01
   1.3366659e+05   1.0425000e+01   6.7202317e+03   1.2457212e+01   6.7202317e+03   1.2273715e+01   6.7202317e+03   1.2200317e+01
   1.3320219e+05   1.0435000e+01   6.9178855e+03   1.2454340e+01   6.9178855e+03   1.2270843e+01   6.9178855e+03   1.2197444e+01
