#t	vest	vdin	vexp
  8.50000000000000	 11.89751174736548	 11.97614967781209	 12.00500000000000f
  8.75000000000000	 11.89718301737235	 11.97509533842353	 12.00000000000000f
  9.00000000000000	 11.89707002115080	 11.97412285988785	 12.00000000000000f
  9.25000000000000	 11.89687071120165	 11.97312951191859	 12.00000000000000f
  9.50000000000000	 11.89671454195254	 11.97215924462368	 12.00000000000000f
  9.75000000000000	 11.89655837475327	 11.97119740468347	 12.00000000000000f
 10.00000000000000	 11.89640220960383	 11.97024390488504	 12.00000000000000f
 10.25000000000000	 11.89624604650419	 11.96929865891842	 12.00000000000000f
 10.50000000000000	 11.89608988545432	 11.96836158136724	 11.99500000000000f
 10.75000000000000	 11.89593372645419	 11.96743258769948	 11.99500000000000f
 11.00000000000000	 11.89577756950378	 11.96651159425829	 11.99500000000000f
 11.25000000000000	 11.89562141460306	 11.96559851825296	 11.99500000000000f
 11.50000000000000	 11.89550843887888	 11.96470818335823	 11.99500000000000f
 11.75000000000000	 11.89530914942164	 11.96379612894715	 11.99500000000000f
 12.00000000000000	 11.89515300066931	 11.96290631393914	 11.99500000000000f
 12.25000000000000	 11.89499685396657	 11.96202409371940	 11.99500000000000f
 12.50000000000000	 11.89488388644027	 11.96116429530310	 11.99500000000000f
 12.75000000000000	 11.89468460517872	 11.96028246136708	 11.99000000000000f
 13.00000000000000	 11.89452846462406	 11.95942255410650	 11.99000000000000f
 13.25000000000000	 11.89437232611886	 11.95856993214223	 11.99000000000000f
 13.50000000000000	 11.89425936679001	 11.95773942569368	 11.99000000000000f
 13.75000000000000	 11.89406009372373	 11.95688658060661	 11.99000000000000f
 14.00000000000000	 11.89390396136628	 11.95605536221853	 11.99000000000000f
 14.25000000000000	 11.89379100818512	 11.95524603786227	 11.99000000000000f
 14.50000000000000	 11.89359174126487	 11.95441415567504	 11.99000000000000f
 14.75000000000000	 11.89343561505493	 11.95360368326676	 11.99000000000000f
 15.00000000000000	 11.89327949089427	 11.95279998460614	 11.98500000000000f
 15.25000000000000	 11.89312336878286	 11.95200298960036	 11.98500000000000f
 15.50000000000000	 11.89296724872068	 11.95121262888223	 11.98500000000000f
 15.75000000000000	 11.89281113070770	 11.95042883380274	 11.98500000000000f
 16.00000000000000	 11.89269819187084	 11.94966644203192	 11.98500000000000f
 16.25000000000000	 11.89249893929107	 11.94888100678376	 11.98500000000000f
 16.50000000000000	 11.89234282742503	 11.94811650070321	 11.98500000000000f
 16.75000000000000	 11.89222989473503	 11.94737319833952	 11.98500000000000f
 17.00000000000000	 11.89203064830049	 11.94660665497142	 11.98500000000000f
 17.25000000000000	 11.89191771970810	 11.94587575090030	 11.98500000000000f
 17.50000000000000	 11.89171847737007	 11.94512147753556	 11.98000000000000f
 17.75000000000000	 11.89156237574821	 11.94438781090040	 11.98000000000000f
 18.00000000000000	 11.89144945330227	 11.94367502887965	 11.98000000000000f
 18.25000000000000	 11.89125021710906	 11.94293869005302	 11.98000000000000f
 18.50000000000000	 11.89109412163348	 11.94222277238805	 11.98000000000000f
 18.75000000000000	 11.89098120533376	 11.94152755568918	 11.98000000000000f
 19.00000000000000	 11.89082515241211	 11.94082350604417	 11.98000000000000f
 19.25000000000000	 11.89066910153826	 11.94012512935630	 11.98000000000000f
 19.50000000000000	 11.89051305271219	 11.93943236692894	 11.98000000000000f
 19.75000000000000	 11.89031382880687	 11.93873025506467	 11.98000000000000f
 20.00000000000000	 11.89015774562212	 11.93804821022639	 11.98000000000000f
 20.25000000000000	 11.89000166448607	 11.93737161027326	 11.97500000000000f
 20.50000000000000	 11.88984558539872	 11.93670039886976	 11.97500000000000f
 20.75000000000000	 11.88968950836002	 11.93603452026360	 11.97500000000000f
 21.00000000000000	 11.88957661049697	 11.93538882488807	 11.97500000000000f
 21.25000000000000	 11.88937739888008	 11.93471887857769	 11.97500000000000f
 21.50000000000000	 11.88926450511372	 11.93408357210680	 11.97500000000000f
 21.75000000000000	 11.88910847471945	 11.93343881282261	 11.97500000000000f
 22.00000000000000	 11.88895244637268	 11.93279911305114	 11.97500000000000f
 22.25000000000000	 11.88879642007340	 11.93216442044641	 11.97500000000000f
 22.50000000000000	 11.88859721869452	 11.93151977759585	 11.97500000000000f
 22.75000000000000	 11.88844115804159	 11.93089460718787	 11.97500000000000f
 23.00000000000000	 11.88832827656412	 11.93028919883985	 11.97500000000000f
 23.25000000000000	 11.88812908132843	 11.92965912274220	 11.97500000000000f
 23.50000000000000	 11.88801620394722	 11.92906327399254	 11.97500000000000f
 23.75000000000000	 11.88781701280668	 11.92844265859154	 11.97000000000000f
 24.00000000000000	 11.88766096239454	 11.92784126705427	 11.97000000000000f
 24.25000000000000	 11.88754809115775	 11.92725939156890	 11.97000000000000f
 24.50000000000000	 11.88734890616000	 11.92665260486992	 11.97000000000000f
 24.75000000000000	 11.88719286189210	 11.92606489897201	 11.97000000000000f
 25.00000000000000	 11.88707999679949	 11.92549656754283	 11.97000000000000f
 25.25000000000000	 11.88688081794428	 11.92490318478098	 11.97000000000000f
 25.50000000000000	 11.88672477982039	 11.92432874415476	 11.97000000000000f
 25.75000000000000	 11.88661192087171	 11.92377354076576	 11.97000000000000f
 26.00000000000000	 11.88645592528590	 11.92320805584016	 11.97000000000000f
 26.25000000000000	 11.88625675462002	 11.92263190468324	 11.97000000000000f
 26.50000000000000	 11.88614390181453	 11.92208942301172	 11.97000000000000f
 26.75000000000000	 11.88594473524316	 11.92152162258886	 11.97000000000000f
 27.00000000000000	 11.88583188653316	 11.92098740526600	 11.96500000000000f
 27.25000000000000	 11.88563272405619	 11.92042778369860	 11.96500000000000f
 27.50000000000000	 11.88551987944158	 11.91990166062506	 11.96500000000000f
 27.75000000000000	 11.88536389818602	 11.91936495518314	 11.96500000000000f
 28.00000000000000	 11.88516474185018	 11.91881728579586	 11.96500000000000f
 28.25000000000000	 11.88505190337819	 11.91830299126549	 11.96500000000000f
 28.50000000000000	 11.88485275113648	 11.91776308639801	 11.96500000000000f
 28.75000000000000	 11.88473991675959	 11.91725647607043	 11.96500000000000f
 29.00000000000000	 11.88458394573905	 11.91673908152665	 11.96500000000000f
 29.25000000000000	 11.88442797676523	 11.91622542889025	 11.96500000000000f
 29.50000000000000	 11.88427200983809	 11.91571547945510	 11.96500000000000f
 29.75000000000000	 11.88407286783047	 11.91519428930716	 11.96500000000000f
 30.00000000000000	 11.88396004369013	 11.91470620011738	 11.96500000000000f
 30.25000000000000	 11.88376090577625	 11.91419222951982	 11.96500000000000f
 30.50000000000000	 11.88364808573064	 11.91371128520476	 11.96500000000000f
 30.75000000000000	 11.88349212903757	 11.91321929118580	 11.96000000000000f
 31.00000000000000	 11.88329299726385	 11.91271587072972	 11.96000000000000f
 31.25000000000000	 11.88313700623270	 11.91223046182404	 11.96000000000000f
 31.50000000000000	 11.88302419437623	 11.91176336919190	 11.96000000000000f
 31.75000000000000	 11.88286824587013	 11.91128508358110	 11.96000000000000f
 32.00000000000000	 11.88266912228325	 11.91079522974355	 11.96000000000000f
 32.25000000000000	 11.88255631656810	 11.91033815274522	 11.96000000000000f
 32.50000000000000	 11.88240037420169	 11.90986977917458	 11.96000000000000f
 32.75000000000000	 11.88224443388162	 11.90940464046605	 11.96000000000000f
 33.00000000000000	 11.88208849560786	 11.90894270316218	 11.96000000000000f
 33.25000000000000	 11.88193255938039	 11.90848393415186	 11.96000000000000f
 33.50000000000000	 11.88177662519917	 11.90802830066672	 11.96000000000000f
 33.75000000000000	 11.88162069306419	 11.90757577027759	 11.96000000000000f
 34.00000000000000	 11.88146476297541	 11.90712631089096	 11.96000000000000f
 34.25000000000000	 11.88130883493282	 11.90667989074557	 11.96000000000000f
 34.50000000000000	 11.88115290893637	 11.90623647840890	 11.96000000000000f
 34.75000000000000	 11.88099698498604	 11.90579604277379	 11.96000000000000f
 35.00000000000000	 11.88084106308181	 11.90535855305510	 11.95500000000000f
 35.25000000000000	 11.88068514322365	 11.90492397878634	 11.95500000000000f
 35.50000000000000	 11.88048604828427	 11.90447738420770	 11.95500000000000f
 35.75000000000000	 11.88037327122352	 11.90406311907212	 11.95500000000000f
 36.00000000000000	 11.88021735750391	 11.90363711458477	 11.95500000000000f
 36.25000000000000	 11.88006144583026	 11.90321390677052	 11.95500000000000f
 36.50000000000000	 11.87986235907526	 11.90277856109904	 11.95500000000000f
 36.75000000000000	 11.87970641307359	 11.90236052293339	 11.95500000000000f
 37.00000000000000	 11.87959364624609	 11.90196010427333	 11.95500000000000f
 37.25000000000000	 11.87943774275702	 11.90154780306763	 11.95500000000000f
 37.50000000000000	 11.87928184131378	 11.90113815682593	 11.95500000000000f
 37.75000000000000	 11.87912594191633	 11.90073113809340	 11.95500000000000f
 38.00000000000000	 11.87897004456465	 11.90032671969941	 11.95500000000000f
 38.25000000000000	 11.87881414925872	 11.89992487475455	 11.95500000000000f
 38.50000000000000	 11.87865825599850	 11.89952557664776	 11.95500000000000f
 38.75000000000000	 11.87850236478398	 11.89912879904342	 11.95500000000000f
 39.00000000000000	 11.87834647561511	 11.89873451587851	 11.95500000000000f
 39.25000000000000	 11.87819058849188	 11.89834270135977	 11.95000000000000f
 39.50000000000000	 11.87803470341426	 11.89795332996093	 11.95000000000000f
 39.75000000000000	 11.87783564325489	 11.89755147081120	 11.95000000000000f
 40.00000000000000	 11.87772290098253	 11.89718147851088	 11.95000000000000f
 40.25000000000000	 11.87756702204208	 11.89679928903589	 11.95000000000000f
 40.50000000000000	 11.87741114514712	 11.89641944315867	 11.95000000000000f
 40.75000000000000	 11.87725527029764	 11.89604191664729	 11.95000000000000f
 41.00000000000000	 11.87709939749360	 11.89566668552064	 11.95000000000000f
 41.25000000000000	 11.87694352673499	 11.89529372604586	 11.95000000000000f
 41.50000000000000	 11.87674448089440	 11.89490810912690	 11.95000000000000f
 41.75000000000000	 11.87663175294427	 11.89455419112418	 11.95000000000000f
 42.00000000000000	 11.87647588832225	 11.89418790974465	 11.95000000000000f
 42.25000000000000	 11.87627684861816	 11.89380890187581	 11.95000000000000f
 42.50000000000000	 11.87616412680602	 11.89346152459431	 11.95000000000000f
 42.75000000000000	 11.87600826832035	 11.89310171631123	 11.95000000000000f
 43.00000000000000	 11.87580923475253	 11.89272911461556	 11.95000000000000f
 43.25000000000000	 11.87569651907812	 11.89238807727820	 11.94500000000000f
 43.50000000000000	 11.87554066672856	 11.89203454339265	 11.94500000000000f
 43.75000000000000	 11.87538481642415	 11.89168305683666	 11.94500000000000f
 44.00000000000000	 11.87522896816486	 11.89133359644486	 11.94500000000000f
 44.25000000000000	 11.87507312195067	 11.89098614127092	 11.94500000000000f
 44.50000000000000	 11.87491727778154	 11.89064067058534	 11.94500000000000f
 44.75000000000000	 11.87476143565745	 11.89029716387315	 11.94500000000000f
 45.00000000000000	 11.87460559557837	 11.88995560083174	 11.94500000000000f
 45.25000000000000	 11.87444975754427	 11.88961596136863	 11.94500000000000f
 45.50000000000000	 11.87429392155514	 11.88927822559931	 11.94500000000000f
 45.75000000000000	 11.87413808761093	 11.88894237384506	 11.94500000000000f
 46.00000000000000	 11.87398225571163	 11.88860838663086	 11.94500000000000f
 46.25000000000000	 11.87382642585720	 11.88827624468325	 11.94500000000000f
 46.50000000000000	 11.87367059804763	 11.88794592892825	 11.94500000000000f
 46.75000000000000	 11.87351477228287	 11.88761742048932	 11.94500000000000f
 47.00000000000000	 11.87335894856291	 11.88729070068527	 11.94500000000000f
 47.25000000000000	 11.87320312688772	 11.88696575102828	 11.94500000000000f
 47.50000000000000	 11.87304730725727	 11.88664255322188	 11.94500000000000f
 47.75000000000000	 11.87289148967154	 11.88632108915896	 11.94500000000000f
 48.00000000000000	 11.87273567413049	 11.88600134091982	 11.94000000000000f
 48.25000000000000	 11.87257986063410	 11.88568329077023	 11.94000000000000f
 48.50000000000000	 11.87242404918234	 11.88536692115954	 11.94000000000000f
 48.75000000000000	 11.87226823977519	 11.88505221471869	 11.94000000000000f
 49.00000000000000	 11.87211243241261	 11.88473915425845	 11.94000000000000f
 49.25000000000000	 11.87191344996709	 11.88441281715855	 11.94000000000000f
 49.50000000000000	 11.87180078542732	 11.88411756620451	 11.94000000000000f
 49.75000000000000	 11.87164498419882	 11.88380934541365	 11.94000000000000f
 50.00000000000000	 11.87148918501479	 11.88350270357510	 11.94000000000000f
 50.25000000000000	 11.87133338787521	 11.88319762437126	 11.94000000000000f
 50.50000000000000	 11.87117759278004	 11.88289409165340	 11.94000000000000f
 50.75000000000000	 11.87102179972926	 11.88259208943992	 11.94000000000000f
 51.00000000000000	 11.87086600872284	 11.88229160191464	 11.94000000000000f
 51.25000000000000	 11.87071021976075	 11.88199261342508	 11.94000000000000f
 51.50000000000000	 11.87055443284298	 11.88169510848074	 11.94000000000000f
 51.75000000000000	 11.87039864796948	 11.88139907175145	 11.94000000000000f
 52.00000000000000	 11.87024286514023	 11.88110448806571	 11.94000000000000f
 52.25000000000000	 11.87008708435522	 11.88081134240903	 11.94000000000000f
 52.50000000000000	 11.86993130561440	 11.88051961992233	 11.94000000000000f
 52.75000000000000	 11.86977552891775	 11.88022930590030	 11.93500000000000f
 53.00000000000000	 11.86961975426525	 11.87994038578983	 11.93500000000000f
 53.25000000000000	 11.86946398165686	 11.87965284518843	 11.93500000000000f
 53.50000000000000	 11.86930821109257	 11.87936666984268	 11.93500000000000f
 53.75000000000000	 11.86915244257233	 11.87908184564665	 11.93500000000000f
 54.00000000000000	 11.86899667609614	 11.87879835864044	 11.93500000000000f
 54.25000000000000	 11.86884091166395	 11.87851619500859	 11.93500000000000f
 54.50000000000000	 11.86868514927575	 11.87823534107864	 11.93500000000000f
 54.75000000000000	 11.86852938893150	 11.87795578331963	 11.93500000000000f
 55.00000000000000	 11.86837363063118	 11.87767750834065	 11.93500000000000f
 55.25000000000000	 11.86821787437476	 11.87740050288935	 11.93500000000000f
 55.50000000000000	 11.86806212016221	 11.87712475385057	 11.93500000000000f
 55.75000000000000	 11.86790636799351	 11.87685024824486	 11.93500000000000f
 56.00000000000000	 11.86775061786862	 11.87657697322711	 11.93500000000000f
 56.25000000000000	 11.86759486978753	 11.87630491608513	 11.93500000000000f
 56.50000000000000	 11.86743912375021	 11.87603406423831	 11.93500000000000f
 56.75000000000000	 11.86728337975662	 11.87576440523625	 11.93500000000000f
 57.00000000000000	 11.86712763780675	 11.87549592675738	 11.93500000000000f
 57.25000000000000	 11.86697189790056	 11.87522861660766	 11.93000000000000f
 57.50000000000000	 11.86681616003802	 11.87496246271925	 11.93000000000000f
 57.75000000000000	 11.86666042421912	 11.87469745314920	 11.93000000000000f
 58.00000000000000	 11.86650469044382	 11.87443357607815	 11.93000000000000f
 58.25000000000000	 11.86634895871209	 11.87417081980909	 11.93000000000000f
 58.50000000000000	 11.86619322902391	 11.87390917276604	 11.93000000000000f
 58.75000000000000	 11.86603750137925	 11.87364862349281	 11.93000000000000f
 59.00000000000000	 11.86588177577809	 11.87338916065182	 11.93000000000000f
 59.25000000000000	 11.86572605222040	 11.87313077302276	 11.93000000000000f
 59.50000000000000	 11.86557033070614	 11.87287344950149	 11.93000000000000f
 59.75000000000000	 11.86541461123529	 11.87261717909877	 11.93000000000000f
 60.00000000000000	 11.86525889380784	 11.87236195093908	 11.93000000000000f
 60.25000000000000	 11.86510317842374	 11.87210775425946	 11.93000000000000f
 60.50000000000000	 11.86494746508297	 11.87185457840834	 11.93000000000000f
 60.75000000000000	 11.86479175378551	 11.87160241284436	 11.93000000000000f
 61.00000000000000	 11.86463604453132	 11.87135124713528	 11.93000000000000f
 61.25000000000000	 11.86448033732039	 11.87110107095681	 11.93000000000000f
 61.50000000000000	 11.86432463215267	 11.87085187409150	 11.93000000000000f
 61.75000000000000	 11.86416892902816	 11.87060364642765	 11.93000000000000f
 62.00000000000000	 11.86401322794681	 11.87035637795820	 11.93000000000000f
 62.25000000000000	 11.86385752890860	 11.87011005877964	 11.92500000000000f
 62.50000000000000	 11.86370183191351	 11.86986467909097	 11.92500000000000f
 62.75000000000000	 11.86354613696150	 11.86962022919261	 11.92500000000000f
 63.00000000000000	 11.86339044405256	 11.86937669948535	 11.92500000000000f
 63.25000000000000	 11.86323475318665	 11.86913408046933	 11.92500000000000f
 63.50000000000000	 11.86307906436375	 11.86889236274300	 11.92500000000000f
 63.75000000000000	 11.86292337758382	 11.86865153700210	 11.92500000000000f
 64.00000000000000	 11.86276769284685	 11.86841159403865	 11.92500000000000f
 64.25000000000000	 11.86261201015280	 11.86817252473999	 11.92500000000000f
 64.50000000000000	 11.86245632950165	 11.86793432008773	 11.92500000000000f
 64.75000000000000	 11.86230065089337	 11.86769697115681	 11.92500000000000f
 65.00000000000000	 11.86214497432794	 11.86746046911456	 11.92500000000000f
 65.25000000000000	 11.86198929980532	 11.86722480521968	 11.92500000000000f
 65.50000000000000	 11.86183362732549	 11.86698997082137	 11.92500000000000f
 65.75000000000000	 11.86167795688842	 11.86675595735832	 11.92500000000000f
 66.00000000000000	 11.86152228849409	 11.86652275635782	 11.92500000000000f
 66.25000000000000	 11.86136662214246	 11.86629035943486	 11.92500000000000f
 66.50000000000000	 11.86121095783352	 11.86605875829117	 11.92500000000000f
 66.75000000000000	 11.86105529556723	 11.86582794471440	 11.92500000000000f
 67.00000000000000	 11.86089963534357	 11.86559791057714	 11.92000000000000f
 67.25000000000000	 11.86074397716250	 11.86536864783610	 11.92000000000000f
 67.50000000000000	 11.86058832102401	 11.86514014853124	 11.92000000000000f
 67.75000000000000	 11.86043266692807	 11.86491240478488	 11.92000000000000f
 68.00000000000000	 11.86027701487464	 11.86468540880085	 11.92000000000000f
 68.25000000000000	 11.86012136486370	 11.86445915286369	 11.92000000000000f
 68.50000000000000	 11.85996571689523	 11.86423362933775	 11.92000000000000f
 68.75000000000000	 11.85981007096920	 11.86400883066641	 11.92000000000000f
 69.00000000000000	 11.85965442708557	 11.86378474937124	 11.92000000000000f
 69.25000000000000	 11.85949878524433	 11.86356137805121	 11.92000000000000f
 69.50000000000000	 11.85934314544544	 11.86333870938188	 11.92000000000000f
 69.75000000000000	 11.85918750768889	 11.86311673611457	 11.92000000000000f
 70.00000000000000	 11.85903187197463	 11.86289545107566	 11.92000000000000f
 70.25000000000000	 11.85887623830265	 11.86267484716573	 11.92000000000000f
 70.50000000000000	 11.85872060667291	 11.86245491735883	 11.92000000000000f
 70.75000000000000	 11.85856497708540	 11.86223565470173	 11.92000000000000f
 71.00000000000000	 11.85840934954008	 11.86201705231314	 11.92000000000000f
 71.25000000000000	 11.85825372403692	 11.86179910338298	 11.92000000000000f
 71.50000000000000	 11.85809810057591	 11.86158180117165	 11.92000000000000f
 71.75000000000000	 11.85794247915700	 11.86136513900927	 11.91500000000000f
 72.00000000000000	 11.85778685978018	 11.86114911029499	 11.91500000000000f
 72.25000000000000	 11.85763124244542	 11.86093370849629	 11.91500000000000f
 72.50000000000000	 11.85747562715269	 11.86071892714821	 11.91500000000000f
 72.75000000000000	 11.85732001390196	 11.86050475985271	 11.91500000000000f
 73.00000000000000	 11.85716440269321	 11.86029120027795	 11.91500000000000f
 73.25000000000000	 11.85700879352640	 11.86007824215761	 11.91500000000000f
 73.50000000000000	 11.85685318640152	 11.85986587929022	 11.91500000000000f
 73.75000000000000	 11.85669758131853	 11.85965410553848	 11.91500000000000f
 74.00000000000000	 11.85654197827741	 11.85944291482859	 11.91500000000000f
 74.25000000000000	 11.85638637727814	 11.85923230114961	 11.91500000000000f
 74.50000000000000	 11.85623077832067	 11.85902225855279	 11.91500000000000f
 74.75000000000000	 11.85607518140499	 11.85881278115095	 11.91500000000000f
 75.00000000000000	 11.85591958653107	 11.85860386311780	 11.91500000000000f
 75.25000000000000	 11.85576399369889	 11.85839549868739	 11.91500000000000f
 75.50000000000000	 11.85560840290841	 11.85818768215338	 11.91500000000000f
 75.75000000000000	 11.85545281415960	 11.85798040786851	 11.91500000000000f
 76.00000000000000	 11.85529722745245	 11.85777367024394	 11.91500000000000f
 76.25000000000000	 11.85514164278692	 11.85756746374868	 11.91500000000000f
 76.50000000000000	 11.85498606016299	 11.85736178290894	 11.91500000000000f
 76.75000000000000	 11.85483047958063	 11.85715662230761	 11.91500000000000f
 77.00000000000000	 11.85471807816787	 11.85696688219309	 11.91500000000000f
 77.25000000000000	 11.85451936287785	 11.85674817758084	 11.91000000000000f
 77.50000000000000	 11.85436378841953	 11.85654454265636	 11.91000000000000f
 77.75000000000000	 11.85420821600268	 11.85634140688855	 11.91000000000000f
 78.00000000000000	 11.85405264562725	 11.85613876513447	 11.91000000000000f
 78.25000000000000	 11.85389707729323	 11.85593661230441	 11.91000000000000f
 78.50000000000000	 11.85374151100060	 11.85573494336132	 11.91000000000000f
 78.75000000000000	 11.85358594674931	 11.85553375332026	 11.91000000000000f
 79.00000000000000	 11.85343038453935	 11.85533303724789	 11.91000000000000f
 79.25000000000000	 11.85327482437069	 11.85513279026191	 11.91000000000000f
 79.50000000000000	 11.85311926624330	 11.85493300753052	 11.91000000000000f
 79.75000000000000	 11.85296371015716	 11.85473368427195	 11.91000000000000f
 80.00000000000000	 11.85280815611223	 11.85453481575388	 11.91000000000000f
 80.25000000000000	 11.85265260410849	 11.85433639729297	 11.91000000000000f
 80.50000000000000	 11.85249705414592	 11.85413842425433	 11.91000000000000f
 80.75000000000000	 11.85234150622448	 11.85394089205105	 11.91000000000000f
 81.00000000000000	 11.85218596034415	 11.85374379614365	 11.91000000000000f
 81.25000000000000	 11.85203041650490	 11.85354713203966	 11.91000000000000f
 81.50000000000000	 11.85187487470671	 11.85335089529305	 11.91000000000000f
 81.75000000000000	 11.85171933494954	 11.85315508150382	 11.91000000000000f
 82.00000000000000	 11.85156379723337	 11.85295968631749	 11.91000000000000f
 82.25000000000000	 11.85140826155818	 11.85276470542466	 11.90500000000000f
 82.50000000000000	 11.85125272792394	 11.85257013456047	 11.90500000000000f
 82.75000000000000	 11.85109719633061	 11.85237596950424	 11.90500000000000f
 83.00000000000000	 11.85094166677817	 11.85218220607892	 11.90500000000000f
 83.25000000000000	 11.85078613926660	 11.85198884015072	 11.90500000000000f
 83.50000000000000	 11.85063061379587	 11.85179586762858	 11.90500000000000f
 83.75000000000000	 11.85047509036595	 11.85160328446381	 11.90500000000000f
 84.00000000000000	 11.85031956897681	 11.85141108664958	 11.90500000000000f
 84.25000000000000	 11.85016404962842	 11.85121927022053	 11.90500000000000f
 84.50000000000000	 11.85000853232077	 11.85102783125234	 11.90500000000000f
 84.75000000000000	 11.84989619418205	 11.85085167147092	 11.90500000000000f
 85.00000000000000	 11.84969754214907	 11.85064640733749	 11.90500000000000f
 85.25000000000000	 11.84954203096294	 11.85045607451661	 11.90500000000000f
 85.50000000000000	 11.84938652181743	 11.85026610389315	 11.90500000000000f
 85.75000000000000	 11.84923101471251	 11.85007649174130	 11.90500000000000f
 86.00000000000000	 11.84911868677642	 11.84990213998350	 11.90500000000000f
 86.25000000000000	 11.84892004494333	 11.84969866527277	 11.90500000000000f
 86.50000000000000	 11.84880772108780	 11.84952500908097	 11.90500000000000f
 86.75000000000000	 11.84865226046245	 11.84933712839159	 11.90500000000000f
 87.00000000000000	 11.84849680187654	 11.84914958505312	 11.90500000000000f
 87.25000000000000	 11.84834134533005	 11.84896237559685	 11.90000000000000f
 87.50000000000000	 11.84814271369466	 11.84876059098026	 11.90000000000000f
 87.75000000000000	 11.84803040003930	 11.84858860750708	 11.90000000000000f
 88.00000000000000	 11.84787494961140	 11.84840238233542	 11.90000000000000f
 88.25000000000000	 11.84771950122282	 11.84821647749429	 11.90000000000000f
 88.50000000000000	 11.84756405487352	 11.84803088969110	 11.90000000000000f
 88.75000000000000	 11.84740861056347	 11.84784561566729	 11.90000000000000f
 89.00000000000000	 11.84725316829265	 11.84766065219803	 11.90000000000000f
 89.25000000000000	 11.84709772806103	 11.84747599609186	 11.90000000000000f
 89.50000000000000	 11.84694228986859	 11.84729164419035	 11.90000000000000f
 89.75000000000000	 11.84678685371530	 11.84710759336772	 11.90000000000000f
 90.00000000000000	 11.84663141960112	 11.84692384053055	 11.90000000000000f
 90.25000000000000	 11.84647598752604	 11.84674038261742	 11.90000000000000f
 90.50000000000000	 11.84632055749002	 11.84655721659859	 11.90000000000000f
 90.75000000000000	 11.84616512949305	 11.84637433947566	 11.90000000000000f
 91.00000000000000	 11.84600970353508	 11.84619174828124	 11.90000000000000f
 91.25000000000000	 11.84585427961610	 11.84600944007868	 11.90000000000000f
 91.50000000000000	 11.84569885773608	 11.84582741196168	 11.90000000000000f
 91.75000000000000	 11.84554343789498	 11.84564566105400	 11.90000000000000f
 92.00000000000000	 11.84538802009279	 11.84546418450920	 11.90000000000000f
 92.25000000000000	 11.84523260432948	 11.84528297951025	 11.90000000000000f
 92.50000000000000	 11.84507719060502	 11.84510204326929	 11.89500000000000f
 92.75000000000000	 11.84487860179096	 11.84490646741745	 11.89500000000000f
 93.00000000000000	 11.84476633096732	 11.84474062893639	 11.89500000000000f
 93.25000000000000	 11.84461092335975	 11.84456048562234	 11.89500000000000f
 93.50000000000000	 11.84445551779091	 11.84438060016826	 11.89500000000000f
 93.75000000000000	 11.84425693713235	 11.84418606431800	 11.89500000000000f
