#t	i33i	i33o	i50i	i50o	i15i	i15o
  0.00000000000000	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71030750947708	  0.36734798027022
  0.01111625752663	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71058979714851	  0.36734798027022
  0.02223251505327	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71086749086202	  0.36734798027022
  0.03334877257990	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71114899693995	  0.36734798027022
  0.04446503010653	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71142973610087	  0.36734798027022
  0.05558128763316	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71171360197884	  0.36734798027022
  0.06669754515980	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71199895296128	  0.36734798027022
  0.07781380268643	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71228776652945	  0.36734798027022
  0.08893006021306	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70565884467737	  0.36734798027022
  0.10004631773969	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70560512544942	  0.36734798027022
  0.11116257526633	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70555972698247	  0.36734798027022
  0.12227883279296	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70551770287426	  0.36734798027022
  0.13339509031959	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70548320611473	  0.36734798027022
  0.14451134784623	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70545441737934	  0.36734798027022
  0.15562760537286	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70543341184631	  0.36734798027022
  0.16674386289949	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70541968771686	  0.36734798027022
  0.17786012042612	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.70541441396294	  0.36734798027022
  0.18897637795276	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71206158346001	  0.36734798027022
  0.20009263547939	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71230475223354	  0.36734798027022
  0.21120889300602	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71255327309282	  0.36734798027022
  0.22232515053265	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71281301094173	  0.36734798027022
  0.23344140805929	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71308081214407	  0.36734798027022
  0.24455766558592	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71335939213368	  0.36734798027022
  0.25567392311255	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71364759524607	  0.36734798027022
  0.26679018063918	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71394677429332	  0.36734798027022
  0.27790643816582	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71425660368903	  0.36734798027022
  0.28902269569245	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71457782957778	  0.36734798027022
  0.30013895321908	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71491045863990	  0.36734798027022
  0.31125521074572	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71525495110868	  0.36734798027022
  0.32237146827235	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71561143194452	  0.36734798027022
  0.33348772579898	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71598021173521	  0.36734798027022
  0.34460398332561	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71636144066420	  0.36734798027022
  0.35572024085225	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71619346433985	  0.36734798027022
  0.36683649837888	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71636200015668	  0.36734798027022
  0.37795275590551	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71654459672964	  0.36734798027022
  0.38906901343214	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71673880890656	  0.36734798027022
  0.40018527095878	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71700259130189	  0.36734798027022
  0.41130152848541	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71721648417241	  0.36734798027022
  0.42241778601204	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71743058914955	  0.36734798027022
  0.43353404353868	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71764476576012	  0.36734798027022
  0.44465030106531	  0.19414569228164	  0.60606060606061	  0.12653562132191	  0.20000000000000	  0.71785910807944	  0.36734798027022
