#t	fxm	fym	fzm	fzp
  2.4602659084	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.4673153810	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.4743648535	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.4814143260	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.4884637985	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.4955132710	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5025627435	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5096122161	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5166616886	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5237111611	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5307606336	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5378101061	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5448595786	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5519090512	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5589585237	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5660079962	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5730574687	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5801069412	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5871564137	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.5942058863	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6012553588	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6083048313	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6153543038	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6224037763	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6294532488	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6365027214	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6435521939	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6506016664	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6576511389	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6647006114	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6717500839	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6787995565	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6858490290	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.6928985015	  0.8943629419	  0.0000000000	  0.3611600750	  0.0000000000
  2.6999479740	  0.9379406840	  0.0947978769	  0.3335875235	  0.0000000000
  2.7069974465	  0.8403364129	  0.4478723091	  0.3053606195	  0.0000000000
  2.7140469190	  0.6124557607	  0.7405582241	  0.2765347318	  0.0000000000
  2.7210963916	  0.2861063237	  0.9257709977	  0.2471664041	  0.0000000000
  2.7281458641	  0.0000000000	  0.9719166690	  0.2173132443	  0.0000000000
  2.7351953366	  0.0000000000	  0.8685651521	  0.1870338111	  0.0000000000
  2.7422448091	  0.0000000000	  0.6288626016	  0.1563874996	  0.0000000000
  2.7492942816	  0.0000000000	  0.2881339824	  0.1254344243	  0.0000000000
  2.7563437541	  0.0000000000	  0.0000000000	  0.0942353017	  0.0000000000
  2.7633932267	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.7704426992	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.7774921717	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  2.7845416442	  0.1267604166	  0.0000000000	  0.0000000000	  0.0000000000
  2.7915911167	  0.5033546424	  0.0000000000	  0.0000000000	  0.0000000000
  2.7986405893	  0.7986833713	  0.0000000000	  0.0000000000	  0.0946806768
  2.8056900618	  0.9644986242	  0.0000000000	  0.0000000000	  0.1258767267
  2.8127395343	  0.9736767657	  0.1654061819	  0.0000000000	  0.1568258615
  2.8197890068	  0.8249631819	  0.5331901468	  0.0000000000	  0.1874673727
  2.8268384793	  0.5433749861	  0.8107603924	  0.0000000000	  0.2177411552
  2.8338879518	  0.1761280956	  0.9527219757	  0.0000000000	  0.2475878249
  2.8409374244	  0.0000000000	  0.9364612915	  0.0000000000	  0.2769488358
  2.8479868969	  0.0000000000	  0.7660392825	  0.0000000000	  0.3057665945
  2.8550363694	  0.0000000000	  0.4715219015	  0.0000000000	  0.3339845731
  2.8620858419	  0.0000000000	  0.1038262904	  0.0000000000	  0.3615474204
  2.8691353144	  0.0000000000	  0.0000000000	  0.0000000000	  0.3884010701
  2.8761847869	  0.0000000000	  0.0000000000	  0.0000000000	  0.4144928471
  2.8832342595	  0.0000000000	  0.0000000000	  0.0000000000	  0.4397715708
  2.8902837320	  0.0000000000	  0.0000000000	  0.0000000000	  0.4641876555
  2.8973332045	  0.3392029996	  0.0000000000	  0.0000000000	  0.4876932074
  2.9043826770	  0.6286284873	  0.0000000000	  0.0000000000	  0.5102421190
  2.9114321495	  0.8014879138	  0.0000000000	  0.0000000000	  0.5317901592
  2.9184816220	  0.8298917859	  0.0000000000	  0.0000000000	  0.5522950602
  2.9255310946	  0.7117988674	  0.4080226725	  0.0000000000	  0.5717166003
  2.9325805671	  0.4711261794	  0.6556831832	  0.0000000000	  0.5900166831
  2.9396300396	  0.1532332630	  0.7796646817	  0.0000000000	  0.6071594117
  2.9466795121	  0.0000000000	  0.7603272670	  0.0000000000	  0.6231111596
  2.9537289846	  0.0000000000	  0.6040535428	  0.0000000000	  0.6378406366
  2.9607784571	  0.0000000000	  0.3418374436	  0.0000000000	  0.6513189498
  2.9678279297	  0.0000000000	  0.0000000000	  0.0000000000	  0.6635196607
  2.9748774022	  0.0000000000	  0.0000000000	  0.0000000000	  0.6744188368
  2.9819268747	  0.0000000000	  0.0000000000	  0.0000000000	  0.6839950987
  2.9889763472	  0.0000000000	  0.0000000000	  0.0000000000	  0.6922296620
  2.9960258197	  0.1119249266	  0.0000000000	  0.0000000000	  0.6991063742
  3.0030752922	  0.4007634405	  0.0000000000	  0.0000000000	  0.7046117460
  3.0101247648	  0.6098392590	  0.0000000000	  0.0000000000	  0.7087349785
  3.0171742373	  0.7003426111	  0.0000000000	  0.0000000000	  0.7114679835
  3.0242237098	  0.6557465465	  0.2488070102	  0.0000000000	  0.7128054001
  3.0312731823	  0.4848139277	  0.5069029330	  0.0000000000	  0.7127446050
  3.0383226548	  0.2199431666	  0.6676058955	  0.0000000000	  0.7112857174
  3.0453721273	  0.0000000000	  0.7001655927	  0.0000000000	  0.7084315989
  3.0524215999	  0.0000000000	  0.5977573512	  0.0000000000	  0.7041878481
  3.0594710724	  0.0000000000	  0.3788085702	  0.0000000000	  0.6985627894
  3.0665205449	  0.0000000000	  0.0000000000	  0.0000000000	  0.6915674567
  3.0735700174	  0.0000000000	  0.0000000000	  0.0000000000	  0.6832155717
  3.0806194899	  0.0000000000	  0.0000000000	  0.0000000000	  0.6735235173
  3.0876689624	  0.0000000000	  0.0000000000	  0.0000000000	  0.6625103048
  3.0947184350	  0.0000000000	  0.0000000000	  0.0000000000	  0.6501975376
  3.1017679075	  0.3697875776	  0.0000000000	  0.0000000000	  0.6366093677
  3.1088173800	  0.6289751548	  0.0000000000	  0.0000000000	  0.6217724493
  3.1158668525	  0.7785732260	  0.0000000000	  0.0000000000	  0.6057158858
  3.1229163250	  0.7888373253	  0.1773058163	  0.0000000000	  0.5884711733
  3.1299657976	  0.6549588481	  0.4960309109	  0.0000000000	  0.5700721382
  3.1370152701	  0.3981928337	  0.7337109790	  0.0000000000	  0.5505548715
  3.1440647426	  0.0000000000	  0.8457332141	  0.0000000000	  0.5299576574
  3.1511142151	  0.0000000000	  0.8093808910	  0.0000000000	  0.5083208986
  3.1581636876	  0.0000000000	  0.6281124054	  0.0000000000	  0.4856870370
  3.1652131601	  0.0000000000	  0.3311906064	  0.0000000000	  0.4621004704
  3.1722626327	  0.0000000000	  0.0000000000	  0.0000000000	  0.4376074651
  3.1793121052	  0.0000000000	  0.0000000000	  0.0000000000	  0.4122560658
  3.1863615777	  0.0000000000	  0.0000000000	  0.0000000000	  0.3860960008
  3.1934110502	  0.0000000000	  0.0000000000	  0.0000000000	  0.3591785846
  3.2004605227	  0.1134077630	  0.0000000000	  0.0000000000	  0.3315566175
  3.2075099952	  0.4829283926	  0.0000000000	  0.0000000000	  0.3032842816
  3.2145594678	  0.7772702569	  0.0000000000	  0.0000000000	  0.2744170349
  3.2216089403	  0.9459650401	  0.0000000000	  0.0000000000	  0.2450115023
  3.2286584128	  0.9596217489	  0.1812379004	  0.0000000000	  0.2151253644
  3.2357078853	  0.8149064101	  0.5493360799	  0.0000000000	  0.1848172449
  3.2427573578	  0.5350417066	  0.8306438464	  0.0000000000	  0.1541465949
  3.2498068303	  0.1657848417	  0.9784393983	  0.0000000000	  0.1231735769
  3.2568563029	  0.0000000000	  0.9682688406	  0.0000000000	  0.0919589463
  3.2639057754	  0.0000000000	  0.8018609594	  0.0000000000	  0.0000000000
  3.2709552479	  0.0000000000	  0.5065961446	  0.0000000000	  0.0000000000
  3.2780047204	  0.0000000000	  0.1306927563	  0.0000000000	  0.0000000000
  3.2850541929	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.2921036654	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.2991531380	  0.0000000000	  0.0000000000	  0.0969558608	  0.0000000000
  3.3062026105	  0.0000000000	  0.0000000000	  0.1281360158	  0.0000000000
  3.3132520830	  0.2779325690	  0.0000000000	  0.1590648241	  0.0000000000
  3.3203015555	  0.6172146147	  0.0000000000	  0.1896816169	  0.0000000000
  3.3273510280	  0.8571918985	  0.0000000000	  0.2199263375	  0.0000000000
  3.3344005005	  0.9629419710	  0.0000000000	  0.2497396590	  0.0000000000
  3.3414499731	  0.9213228777	  0.2707174558	  0.2790631008	  0.0000000000
  3.3484994456	  0.7423102336	  0.5951559283	  0.3078391431	  0.0000000000
  3.3555489181	  0.4566188177	  0.8237691636	  0.3360113399	  0.0000000000
  3.3625983906	  0.1101580178	  0.9250487556	  0.3635244297	  0.0000000000
  3.3696478631	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.3766973356	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.3837468082	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.3907962807	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.3978457532	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4048952257	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4119446982	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4189941707	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4260436433	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4330931158	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4401425883	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4471920608	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4542415333	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4612910059	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4683404784	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4753899509	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4824394234	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4894888959	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.4965383684	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5035878410	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5106373135	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5176867860	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5247362585	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5317857310	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5388352035	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5458846761	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5529341486	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5599836211	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5670330936	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5740825661	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5811320386	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5881815112	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.5952309837	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6022804562	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6093299287	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6163794012	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6234288737	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6304783463	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6375278188	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6445772913	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6516267638	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6586762363	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6657257088	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6727751814	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6798246539	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6868741264	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.6939235989	  0.9333728576	  0.0000000000	  0.3571933691	  0.0000000000
  3.7009730714	  0.8867842422	  0.3240814397	  0.3295222729	  0.0000000000
  3.7080225439	  0.7044973598	  0.6426189691	  0.3012047984	  0.0000000000
  3.7150720165	  0.4107222508	  0.8701504773	  0.2722964920	  0.0000000000
  3.7221214890	  0.0000000000	  0.9688707592	  0.2428540594	  0.0000000000
  3.7291709615	  0.0000000000	  0.9201685115	  0.2129352535	  0.0000000000
  3.7362204340	  0.0000000000	  0.7283325942	  0.1825987619	  0.0000000000
  3.7432699065	  0.0000000000	  0.4206278028	  0.1519040916	  0.0000000000
  3.7503193790	  0.0000000000	  0.0000000000	  0.1209114521	  0.0000000000
  3.7573688516	  0.0000000000	  0.0000000000	  0.0896816373	  0.0000000000
  3.7644183241	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.7714677966	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.7785172691	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  3.7855667416	  0.3694248518	  0.0000000000	  0.0000000000	  0.0000000000
  3.7926162141	  0.7018544433	  0.0000000000	  0.0000000000	  0.0000000000
  3.7996656867	  0.9211348889	  0.0000000000	  0.0000000000	  0.0992300393
  3.8067151592	  0.9913399052	  0.0000000000	  0.0000000000	  0.1303939760
  3.8137646317	  0.9009949112	  0.4027279361	  0.0000000000	  0.1613021369
  3.8208141042	  0.6652218086	  0.7215654364	  0.0000000000	  0.1918938938
  3.8278635767	  0.3233840105	  0.9198316519	  0.0000000000	  0.2221092389
  3.8349130493	  0.0000000000	  0.9654043112	  0.0000000000	  0.2518889030
  3.8419625218	  0.0000000000	  0.8518098492	  0.0000000000	  0.2811744716
  3.8490119943	  0.0000000000	  0.5993777058	  0.0000000000	  0.3099084990
  3.8560614668	  0.0000000000	  0.2517925066	  0.0000000000	  0.3380346218
  3.8631109393	  0.0000000000	  0.0000000000	  0.0000000000	  0.3654976688
  3.8701604118	  0.0000000000	  0.0000000000	  0.0000000000	  0.3922437696
  3.8772098844	  0.0000000000	  0.0000000000	  0.0000000000	  0.4182204600
  3.8842593569	  0.0000000000	  0.0000000000	  0.0000000000	  0.4433767852
  3.8913088294	  0.2049068511	  0.0000000000	  0.0000000000	  0.4676633994
  3.8983583019	  0.5294795420	  0.0000000000	  0.0000000000	  0.4910326631
  3.9054077744	  0.7544557099	  0.0000000000	  0.0000000000	  0.5134387358
  3.9124572469	  0.8426311216	  0.0000000000	  0.0000000000	  0.5348376668
  3.9195067195	  0.7813248649	  0.2851285968	  0.0000000000	  0.5551874807
  3.9265561920	  0.5843889361	  0.5731481203	  0.0000000000	  0.5744482601
  3.9336056645	  0.2894920100	  0.7516918811	  0.0000000000	  0.5925822238
  3.9406551370	  0.0000000000	  0.7912396400	  0.0000000000	  0.6095538009
  3.9477046095	  0.0000000000	  0.6875659655	  0.0000000000	  0.6253297006
  3.9547540820	  0.0000000000	  0.4622406568	  0.0000000000	  0.6398789775
  3.9618035546	  0.0000000000	  0.1584848083	  0.0000000000	  0.6531730923
  3.9688530271	  0.0000000000	  0.0000000000	  0.0000000000	  0.6651859677
  3.9759024996	  0.0000000000	  0.0000000000	  0.0000000000	  0.6758940399
  3.9829519721	  0.0000000000	  0.0000000000	  0.0000000000	  0.6852763041
  3.9900014446	  0.0000000000	  0.0000000000	  0.0000000000	  0.6933143566
  3.9970509171	  0.2877425078	  0.0000000000	  0.0000000000	  0.6999924302
  4.0041003897	  0.5362371587	  0.0000000000	  0.0000000000	  0.7052974255
  4.0111498622	  0.6796359599	  0.0000000000	  0.0000000000	  0.7092189363
  4.0181993347	  0.6916329138	  0.1227065141	  0.0000000000	  0.7117492704
  4.0252488072	  0.5705455636	  0.4077682259	  0.0000000000	  0.7128834644
  4.0322982797	  0.3395720826	  0.6138929412	  0.0000000000	  0.7126192935
  4.0393477522	  0.0000000000	  0.7019518905	  0.0000000000	  0.7109572758
  4.0463972248	  0.0000000000	  0.6548843013	  0.0000000000	  0.7079006716
  4.0534466973	  0.0000000000	  0.4808963459	  0.0000000000	  0.7034554766
  4.0604961698	  0.0000000000	  0.2120055976	  0.0000000000	  0.6976304102
  4.0675456423	  0.0000000000	  0.0000000000	  0.0000000000	  0.6904368987
  4.0745951148	  0.0000000000	  0.0000000000	  0.0000000000	  0.6818890526
  4.0816445873	  0.0000000000	  0.0000000000	  0.0000000000	  0.6720036390
  4.0886940599	  0.0000000000	  0.0000000000	  0.0000000000	  0.6608000489
  4.0957435324	  0.2412207951	  0.0000000000	  0.0000000000	  0.6483002587
  4.1027930049	  0.5303557745	  0.0000000000	  0.0000000000	  0.6345287875
  4.1098424774	  0.7282741970	  0.0000000000	  0.0000000000	  0.6195126489
  4.1168919499	  0.7966139944	  0.0000000000	  0.0000000000	  0.6032812980
  4.1239414224	  0.7201425390	  0.3716921863	  0.0000000000	  0.5858665737
  4.1309908950	  0.5097605167	  0.6467703881	  0.0000000000	  0.5673026359
  4.1380403675	  0.2007982755	  0.8122720772	  0.0000000000	  0.5476258989
  4.1450898400	  0.0000000000	  0.8360395453	  0.0000000000	  0.5268749600
  4.1521393125	  0.0000000000	  0.7108666794	  0.0000000000	  0.5050905233
  4.1591887850	  0.0000000000	  0.4560307363	  0.0000000000	  0.4823153204
  4.1662382576	  0.0000000000	  0.1141067849	  0.0000000000	  0.4585940263
  4.1732877301	  0.0000000000	  0.0000000000	  0.0000000000	  0.4339731716
  4.1803372026	  0.0000000000	  0.0000000000	  0.0000000000	  0.4085010518
  4.1873866751	  0.0000000000	  0.0000000000	  0.0000000000	  0.3822276320
  4.1944361476	  0.0000000000	  0.0000000000	  0.0000000000	  0.3552044490
  4.2014856201	  0.3447561962	  0.0000000000	  0.0000000000	  0.3274845107
  4.2085350927	  0.6739872549	  0.0000000000	  0.0000000000	  0.2991221912
  4.2155845652	  0.8952404122	  0.0000000000	  0.0000000000	  0.2701731251
  4.2226340377	  0.9701160144	  0.0000000000	  0.0000000000	  0.2406940978
  4.2296835102	  0.8848462413	  0.4154931347	  0.0000000000	  0.2107429341
  4.2367329827	  0.6526066525	  0.7359131711	  0.0000000000	  0.1803783851
  4.2437824552	  0.3112136438	  0.9384817252	  0.0000000000	  0.1496600129
  4.2508319278	  0.0000000000	  0.9894318075	  0.0000000000	  0.1186480732
  4.2578814003	  0.0000000000	  0.8802290264	  0.0000000000	  0.0874033981
  4.2649308728	  0.0000000000	  0.6287992322	  0.0000000000	  0.0000000000
  4.2719803453	  0.0000000000	  0.2762990736	  0.0000000000	  0.0000000000
  4.2790298178	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.2860792903	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.2931287629	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.3001782354	  0.0000000000	  0.0000000000	  0.1015031885	  0.0000000000
  4.3072277079	  0.1389611389	  0.0000000000	  0.1326505839	  0.0000000000
  4.3142771804	  0.5037905229	  0.0000000000	  0.1635377769	  0.0000000000
  4.3213266529	  0.7865021856	  0.0000000000	  0.1941041805	  0.0000000000
  4.3283761254	  0.9448565190	  0.0000000000	  0.2242898368	  0.0000000000
  4.3354255980	  0.9570810029	  0.1395059175	  0.2540355347	  0.0000000000
  4.3424750705	  0.8246643470	  0.4895707287	  0.2832829262	  0.0000000000
  4.3495245430	  0.5713433874	  0.7591037855	  0.3119746408	  0.0000000000
  4.3565740155	  0.2386080674	  0.9096313521	  0.3400543979	  0.0000000000
  4.3636234880	  0.0000000000	  0.9220796853	  0.3674671173	  0.0000000000
  4.3706729605	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.3777224331	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.3847719056	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.3918213781	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.3988708506	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4059203231	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4129697956	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4200192682	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4270687407	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4341182132	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4411676857	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4482171582	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4552666307	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4623161033	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4693655758	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4764150483	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4834645208	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4905139933	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.4975634659	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5046129384	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5116624109	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5187118834	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5257613559	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5328108284	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5398603010	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5469097735	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5539592460	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5610087185	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5680581910	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5751076635	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5821571361	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5892066086	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.5962560811	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6033055536	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6103550261	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6174044986	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6244539712	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6315034437	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6385529162	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6456023887	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6526518612	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6597013337	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6667508063	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6738002788	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6808497513	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6878992238	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.6949486963	  0.9146044477	  0.1968250411	  0.3532118451	  0.0000000000
  4.7019981688	  0.7803770544	  0.5339459501	  0.3254433520	  0.0000000000
  4.7090476414	  0.5244481520	  0.7979495375	  0.2970364818	  0.0000000000
  4.7160971139	  0.1828865341	  0.9458875963	  0.2680469562	  0.0000000000
  4.7231465864	  0.0000000000	  0.9516611980	  0.2385316399	  0.0000000000
  4.7301960589	  0.0000000000	  0.8108773635	  0.2085484291	  0.0000000000
  4.7372455314	  0.0000000000	  0.5423404472	  0.1781561376	  0.0000000000
  4.7442950039	  0.0000000000	  0.1857726066	  0.1474143820	  0.0000000000
  4.7513444765	  0.0000000000	  0.0000000000	  0.1163834639	  0.0000000000
  4.7583939490	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.7654434215	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.7724928940	  0.0000000000	  0.0000000000	  0.0000000000	  0.0000000000
  4.7795423665	  0.2273612391	  0.0000000000	  0.0000000000	  0.0000000000
  4.7865918390	  0.5887798091	  0.0000000000	  0.0000000000	  0.0000000000
  4.7936413116	  0.8560350061	  0.0000000000	  0.0000000000	  0.0000000000
  4.8006907841	  0.9854021459	  0.0000000000	  0.0000000000	  0.1037752851
  4.8077402566	  0.9555782899	  0.2620506682	  0.0000000000	  0.1349058160
  4.8147897291	  0.7714852418	  0.6142721370	  0.0000000000	  0.1657717208
  4.8218392016	  0.4636714344	  0.8639850816	  0.0000000000	  0.1963124542
  4.8288886741	  0.0000000000	  0.9704462064	  0.0000000000	  0.2264681085
  4.8359381467	  0.0000000000	  0.9168601208	  0.0000000000	  0.2561795317
  4.8429876192	  0.0000000000	  0.7133082249	  0.0000000000	  0.2853884429
  4.8500370917	  0.0000000000	  0.3950866820	  0.0000000000	  0.3140375470
  4.8570865642	  0.0000000000	  0.0000000000	  0.0000000000	  0.3420706472
  4.8641360367	  0.0000000000	  0.0000000000	  0.0000000000	  0.3694327546
  4.8711855093	  0.0000000000	  0.0000000000	  0.0000000000	  0.3960701970
  4.8782349818	  0.0000000000	  0.0000000000	  0.0000000000	  0.4219307231
  4.8852844543	  0.0000000000	  0.0000000000	  0.0000000000	  0.4469636061
  4.8923339268	  0.4135665526	  0.0000000000	  0.0000000000	  0.4711197425
  4.8993833993	  0.6849806392	  0.0000000000	  0.0000000000	  0.4943517483
  4.9064328718	  0.8312400926	  0.0000000000	  0.0000000000	  0.5166140528
  4.9134823444	  0.8293284554	  0.1513859983	  0.0000000000	  0.5378629868
