#t	i3	i5	i+15	i-15	ibus
  0.00000000000000	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.21936448056288
  0.01111625752663	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22033198390552
  0.02223251505327	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22127764859184
  0.03334877257990	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22224299067503
  0.04446503010653	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22320404717748
  0.05558128763316	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22417957214646
  0.06669754515980	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22516041065033
  0.07781380268643	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22615565435180
  0.08893006021306	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41174068240348
  0.10004631773969	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41170933809066
  0.11116257526633	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41168284880918
  0.12227883279296	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41165832841222
  0.13339509031959	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41163820010317
  0.14451134784623	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41162140233518
  0.15562760537286	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41160914594164
  0.16674386289949	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41160113813097
  0.17786012042612	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41159806097966
  0.18897637795276	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64829721149613
  0.20009263547939	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64893219971757
  0.21120889300602	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64957782152116
  0.22232515053265	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65025545657709
  0.23344140805929	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65095281734996
  0.24455766558592	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65167955625633
  0.25567392311255	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65243088730533
  0.26679018063918	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65321141407878
  0.27790643816582	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65401949350800
  0.28902269569245	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65485750769990
  0.30013895321908	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65572510065603
  0.31125521074572	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65662363442761
  0.32237146827235	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65755324404279
  0.33348772579898	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65851478343304
  0.34460398332561	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65950853390720
  0.35572024085225	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41465156704276
  0.36683649837888	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41476469185350
  0.37795275590551	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41488728833325
  0.38906901343214	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41501703377759
  0.40018527095878	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41520376374370
  0.41130152848541	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41533958641678
  0.42241778601204	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41547557679937
  0.43353404353868	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41561160375754
  0.44465030106531	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41574775507521
