22.50	2.94	0.13	15.00	0.07	1.00	0.34
22.50	8.08	0.36	15.00	0.33	5.00	0.62
22.50	13.40	0.60	15.00	0.67	10.00	0.75
22.50	19.15	0.85	15.00	1.00	15.00	0.78
22.50	25.03	1.11	15.00	1.33	20.00	0.80
22.50	31.26	1.39	15.00	1.67	25.00	0.80
22.50	37.43	1.66	15.00	2.00	30.00	0.80
