46.25	11.945	3.999
46.5	11.945	3.999
46.75	11.945	3.999
47	11.945	3.999
47.25	11.945	3.999
47.5	11.945	3.999
47.75	11.945	3.999
48	11.94	3.999
48.25	11.94	3.999
48.5	11.94	3.999
48.75	11.94	3.999
49	11.94	3.999
49.25	11.94	4
49.5	11.94	3.999
49.75	11.94	3.999
50	11.94	3.999
50.25	11.94	3.999
50.5	11.94	3.999
50.75	11.94	3.999
51	11.94	3.999
51.25	11.94	3.999
51.5	11.94	3.999
51.75	11.94	3.999
52	11.94	3.999
52.25	11.94	3.999
52.5	11.94	3.999
52.75	11.935	3.999
53	11.935	3.999
53.25	11.935	3.999
53.5	11.935	3.999
53.75	11.935	3.999
54	11.935	3.999
54.25	11.935	3.999
54.5	11.935	3.999
54.75	11.935	3.999
55	11.935	3.999
55.25	11.935	3.999
55.5	11.935	3.999
55.75	11.935	3.999
56	11.935	3.999
56.25	11.935	3.999
56.5	11.935	3.999
56.75	11.935	3.999
57	11.935	3.999
57.25	11.93	3.999
57.5	11.93	3.999
57.75	11.93	3.999
58	11.93	3.999
58.25	11.93	3.999
58.5	11.93	3.999
58.75	11.93	3.999
59	11.93	3.999
59.25	11.93	3.999
59.5	11.93	3.999
59.75	11.93	3.999
60	11.93	3.999
60.25	11.93	3.999
60.5	11.93	3.999
60.75	11.93	3.999
61	11.93	3.999
61.25	11.93	3.999
61.5	11.93	3.999
61.75	11.93	3.999
62	11.93	3.999
62.25	11.925	3.999
62.5	11.925	3.999
62.75	11.925	3.999
63	11.925	3.999
63.25	11.925	3.999
63.5	11.925	3.999
63.75	11.925	3.999
64	11.925	3.999
64.25	11.925	3.999
64.5	11.925	3.999
64.75	11.925	3.999
65	11.925	3.999
65.25	11.925	3.999
65.5	11.925	3.999
65.75	11.925	3.999
66	11.925	3.999
66.25	11.925	3.999
66.5	11.925	3.999
66.75	11.925	3.999
67	11.92	3.999
67.25	11.92	3.999
67.5	11.92	3.999
67.75	11.92	3.999
68	11.92	3.999
68.25	11.92	3.999
68.5	11.92	3.999
68.75	11.92	3.999
69	11.92	3.999
69.25	11.92	3.999
69.5	11.92	3.999
69.75	11.92	3.999
70	11.92	3.999
70.25	11.92	3.999
70.5	11.92	3.999
70.75	11.92	3.999
71	11.92	3.999
71.25	11.92	3.999
71.5	11.92	3.999
71.75	11.915	3.999
72	11.915	3.999
72.25	11.915	3.999
72.5	11.915	3.999
72.75	11.915	3.999
73	11.915	3.999
73.25	11.915	3.999
73.5	11.915	3.999
73.75	11.915	3.999
74	11.915	3.999
74.25	11.915	3.999
74.5	11.915	3.999
74.75	11.915	3.999
75	11.915	3.999
75.25	11.915	3.999
75.5	11.915	3.999
75.75	11.915	3.999
76	11.915	3.999
76.25	11.915	3.999
76.5	11.915	3.999
76.75	11.915	3.999
77	11.915	3.998
77.25	11.91	3.999
77.5	11.91	3.999
77.75	11.91	3.999
78	11.91	3.999
78.25	11.91	3.999
78.5	11.91	3.999
78.75	11.91	3.999
79	11.91	3.999
79.25	11.91	3.999
79.5	11.91	3.999
79.75	11.91	3.999
80	11.91	3.999
80.25	11.91	3.999
80.5	11.91	3.999
80.75	11.91	3.999
81	11.91	3.999
81.25	11.91	3.999
81.5	11.91	3.999
81.75	11.91	3.999
82	11.91	3.999
82.25	11.905	3.999
82.5	11.905	3.999
82.75	11.905	3.999
83	11.905	3.999
83.25	11.905	3.999
83.5	11.905	3.999
83.75	11.905	3.999
84	11.905	3.999
84.25	11.905	3.999
84.5	11.905	3.999
84.75	11.905	3.998
85	11.905	3.999
85.25	11.905	3.999
85.5	11.905	3.999
85.75	11.905	3.999
86	11.905	3.998
86.25	11.905	3.999
86.5	11.905	3.998
86.75	11.905	3.998
87	11.905	3.998
87.25	11.9	3.998
87.5	11.9	3.999
87.75	11.9	3.998
88	11.9	3.998
88.25	11.9	3.998
88.5	11.9	3.998
88.75	11.9	3.998
89	11.9	3.998
89.25	11.9	3.998
89.5	11.9	3.998
89.75	11.9	3.998
90	11.9	3.998
90.25	11.9	3.998
90.5	11.9	3.998
90.75	11.9	3.998
91	11.9	3.998
91.25	11.9	3.998
91.5	11.9	3.998
91.75	11.9	3.998
92	11.9	3.998
92.25	11.9	3.998
92.5	11.895	3.998
92.75	11.895	3.999
93	11.895	3.998
93.25	11.895	3.998
93.5	11.895	3.998
93.75	11.895	3.999
94	11.895	3.998
94.25	11.895	3.998
94.5	11.895	3.998
94.75	11.895	3.998
95	11.895	3.998
95.25	11.895	3.998
95.5	11.895	3.998
95.75	11.895	3.998
96	11.895	3.998
96.25	11.895	3.998
96.5	11.895	3.998
96.75	11.895	3.998
97	11.895	3.998
97.25	11.895	3.998
97.5	11.89	3.998
97.75	11.89	3.998
98	11.89	3.998
98.25	11.89	3.999
98.5	11.89	3.998
98.75	11.89	3.998
99	11.89	3.998
99.25	11.89	3.998
99.5	11.89	3.998
99.75	11.89	3.998
100	11.89	3.998
100.25	11.89	3.998
100.5	11.89	3.998
100.75	11.89	3.998
101	11.89	3.998
101.25	11.89	3.998
101.5	11.89	3.998
101.75	11.89	3.998
102	11.89	3.998
102.25	11.89	3.998
102.5	11.89	3.998
102.75	11.885	3.998
103	11.885	3.998
103.25	11.885	3.998
103.5	11.885	3.998
103.75	11.885	3.998
104	11.885	3.998
104.25	11.885	3.998
104.5	11.885	3.998
104.75	11.885	3.998
105	11.885	3.998
105.25	11.885	3.998
105.5	11.885	3.998
105.75	11.885	3.998
106	11.885	3.998
106.25	11.885	3.998
106.5	11.885	3.998
106.75	11.88	3.998
107	11.88	3.998
107.25	11.88	3.998
107.5	11.88	3.998
107.75	11.88	3.998
108	11.88	3.998
108.25	11.88	3.998
108.5	11.88	3.998
108.75	11.88	3.998
109	11.88	3.998
109.25	11.88	3.998
109.5	11.88	3.998
109.75	11.88	3.998
110	11.88	3.998
110.25	11.88	3.998
110.5	11.88	3.998
110.75	11.88	3.998
111	11.88	3.998
111.25	11.88	3.998
111.5	11.88	3.998
111.75	11.875	3.998
112	11.875	3.998
112.25	11.875	3.998
112.5	11.875	3.998
112.75	11.875	3.998
113	11.875	3.998
113.25	11.875	3.998
113.5	11.875	3.998
113.75	11.875	3.998
114	11.875	3.998
114.25	11.875	3.998
114.5	11.875	3.998
114.75	11.875	3.998
115	11.875	3.998
115.25	11.875	3.998
115.5	11.875	3.998
115.75	11.875	3.998
116	11.875	3.998
116.25	11.875	3.998
116.5	11.875	3.998
116.75	11.87	3.998
117	11.87	3.998
117.25	11.87	3.998
117.5	11.87	3.998
117.75	11.87	3.998
118	11.87	3.998
118.25	11.87	3.998
118.5	11.87	3.998
118.75	11.87	3.998
119	11.87	3.998
119.25	11.87	3.998
119.5	11.87	3.998
119.75	11.87	3.998
120	11.87	3.998
120.25	11.87	3.998
120.5	11.87	3.998
120.75	11.87	3.998
121	11.87	3.998
121.25	11.87	3.998
121.5	11.87	3.998
121.75	11.87	3.998
122	11.865	3.998
122.25	11.865	3.998
122.5	11.865	3.998
122.75	11.865	3.998
123	11.865	3.998
123.25	11.865	3.998
123.5	11.865	3.998
123.75	11.865	3.998
124	11.865	3.998
124.25	11.865	3.998
124.5	11.865	3.998
124.75	11.865	3.998
125	11.865	3.998
125.25	11.865	3.998
125.5	11.865	3.998
125.75	11.865	3.998
126	11.865	3.998
126.25	11.865	3.998
126.5	11.865	3.998
126.75	11.865	3.998
127	11.86	3.998
127.25	11.86	3.998
127.5	11.86	3.998
127.75	11.86	3.998
128	11.86	3.998
128.25	11.86	3.998
128.5	11.86	3.998
128.75	11.86	3.998
129	11.86	3.998
129.25	11.86	3.998
129.5	11.86	3.998
129.75	11.86	3.998
130	11.86	3.998
130.25	11.86	3.998
130.5	11.86	3.998
130.75	11.86	3.998
131	11.86	3.998
131.25	11.86	3.998
131.5	11.86	3.998
131.75	11.86	3.998
132	11.86	3.998
132.25	11.855	3.998
132.5	11.855	3.998
132.75	11.855	3.998
133	11.855	3.998
133.25	11.855	3.998
133.5	11.855	3.998
133.75	11.855	3.998
134	11.855	3.998
134.25	11.855	3.998
134.5	11.855	3.998
134.75	11.855	3.998
135	11.855	3.998
135.25	11.855	3.998
135.5	11.855	3.998
135.75	11.855	3.998
136	11.855	3.998
136.25	11.855	3.998
136.5	11.855	3.998
136.75	11.855	3.998
137	11.85	3.998
137.25	11.85	3.998
137.5	11.85	3.998
137.75	11.85	3.998
138	11.85	3.998
138.25	11.85	3.998
138.5	11.85	3.998
138.75	11.85	3.998
139	11.85	3.998
139.25	11.85	3.998
139.5	11.85	3.998
139.75	11.85	3.998
140	11.85	3.998
140.25	11.85	3.998
140.5	11.85	3.998
140.75	11.85	3.998
141	11.85	3.998
141.25	11.85	3.998
141.5	11.85	3.998
141.75	11.85	3.998
142	11.85	3.998
142.25	11.85	3.998
142.5	11.845	3.998
142.75	11.845	3.998
143	11.845	3.998
143.25	11.845	3.998
143.5	11.845	3.998
143.75	11.845	3.998
144	11.845	3.998
144.25	11.845	3.998
144.5	11.845	3.998
144.75	11.845	3.998
145	11.845	3.998
145.25	11.845	3.998
145.5	11.845	3.998
145.75	11.845	3.998
146	11.845	3.998
146.25	11.845	3.998
146.5	11.845	3.998
146.75	11.845	3.998
147	11.845	3.998
147.25	11.845	3.998
147.5	11.84	3.998
147.75	11.84	3.998
148	11.84	3.998
148.25	11.84	3.998
148.5	11.84	3.998
148.75	11.84	3.998
149	11.84	3.998
149.25	11.84	3.998
149.5	11.84	3.998
149.75	11.84	3.998
150	11.84	3.998
150.25	11.84	3.998
150.5	11.84	3.998
150.75	11.84	3.998
151	11.84	3.998
151.25	11.84	3.998
151.5	11.84	3.998
151.75	11.84	3.998
152	11.84	3.998
152.25	11.84	3.998
152.5	11.84	3.998
152.75	11.835	3.998
153	11.835	3.998
153.25	11.835	3.998
153.5	11.835	3.998
153.75	11.835	3.998
154	11.835	3.998
154.25	11.835	3.998
154.5	11.835	3.998
154.75	11.835	3.998
155	11.835	3.998
155.25	11.835	3.998
155.5	11.835	3.998
155.75	11.835	3.998
156	11.835	3.998
156.25	11.835	3.998
156.5	11.835	3.998
156.75	11.835	3.998
157	11.835	3.998
157.25	11.835	3.998
157.5	11.835	3.998
157.75	11.83	3.998
158	11.83	3.998
158.25	11.83	3.998
158.5	11.83	3.998
158.75	11.83	3.998
159	11.83	3.998
159.25	11.83	3.998
159.5	11.83	3.998
159.75	11.83	3.998
160	11.83	3.998
160.25	11.83	3.998
160.5	11.83	3.998
160.75	11.83	3.998
161	11.83	3.998
161.25	11.83	3.998
161.5	11.83	3.998
161.75	11.83	3.998
162	11.83	3.998
162.25	11.83	3.998
162.5	11.83	3.998
162.75	11.83	3.998
163	11.825	3.998
163.25	11.825	3.998
163.5	11.825	3.998
163.75	11.825	3.998
164	11.825	3.998
164.25	11.825	3.998
164.5	11.825	3.998
164.75	11.825	3.998
165	11.825	3.998
165.25	11.825	3.998
165.5	11.825	3.998
165.75	11.825	3.998
166	11.825	3.998
166.25	11.825	3.998
166.5	11.825	3.998
166.75	11.825	3.998
167	11.825	3.998
167.25	11.825	3.998
167.5	11.825	3.998
167.75	11.825	3.998
168	11.82	3.998
168.25	11.82	3.998
168.5	11.82	3.998
168.75	11.82	3.998
169	11.82	3.998
169.25	11.82	3.998
169.5	11.82	3.998
169.75	11.82	3.998
170	11.82	3.998
170.25	11.82	3.998
170.5	11.82	3.998
170.75	11.82	3.998
171	11.82	3.998
171.25	11.82	3.998
171.5	11.82	3.998
171.75	11.82	3.998
172	11.82	3.998
172.25	11.82	3.998
172.5	11.82	3.998
172.75	11.82	3.998
173	11.82	3.998
173.25	11.82	3.998
173.5	11.815	3.998
173.75	11.815	3.998
174	11.815	3.998
174.25	11.815	3.998
174.5	11.815	3.998
174.75	11.815	3.998
175	11.815	3.998
175.25	11.815	3.998
175.5	11.815	3.998
175.75	11.815	3.998
176	11.815	3.998
176.25	11.815	3.998
176.5	11.815	3.998
176.75	11.815	3.998
177	11.815	3.998
177.25	11.815	3.998
177.5	11.815	3.998
177.75	11.815	3.998
178	11.81	3.998
178.25	11.815	3.998
178.5	11.81	3.998
178.75	11.81	3.998
179	11.81	3.998
179.25	11.81	3.998
179.5	11.81	3.998
179.75	11.81	3.998
180	11.81	3.998
180.25	11.81	3.998
180.5	11.81	3.998
180.75	11.81	3.998
181	11.81	3.998
181.25	11.81	3.998
181.5	11.81	3.998
181.75	11.81	3.998
182	11.81	3.998
182.25	11.81	3.998
182.5	11.81	3.998
182.75	11.81	3.998
183	11.81	3.998
183.25	11.81	3.998
183.5	11.81	3.998
183.75	11.805	3.998
184	11.805	3.998
184.25	11.805	3.998
184.5	11.805	3.998
184.75	11.805	3.998
185	11.805	3.998
185.25	11.805	3.998
185.5	11.805	3.998
185.75	11.805	3.998
186	11.805	3.998
186.25	11.805	3.998
186.5	11.805	3.998
186.75	11.805	3.998
187	11.805	3.998
187.25	11.805	3.998
187.5	11.805	3.998
187.75	11.805	3.998
188	11.805	3.998
188.25	11.805	3.998
188.5	11.805	3.998
188.75	11.8	3.998
189	11.8	3.998
189.25	11.8	3.998
189.5	11.8	3.998
189.75	11.8	3.998
190	11.8	3.998
190.25	11.8	3.998
190.5	11.8	3.998
190.75	11.8	3.998
191	11.8	3.998
191.25	11.8	3.998
191.5	11.8	3.998
191.75	11.8	3.998
192	11.8	3.998
192.25	11.8	3.998
192.5	11.8	3.998
192.75	11.8	3.998
193	11.8	3.998
193.25	11.8	3.998
193.5	11.8	3.998
193.75	11.8	3.998
194	11.795	3.998
194.25	11.795	3.998
194.5	11.795	3.998
194.75	11.795	3.998
195	11.795	3.998
195.25	11.795	3.998
195.5	11.795	3.998
195.75	11.795	3.998
196	11.795	3.998
196.25	11.795	3.998
196.5	11.795	3.998
196.75	11.795	3.998
197	11.795	3.998
197.25	11.795	3.998
197.5	11.795	3.998
197.75	11.795	3.998
198	11.795	3.998
198.25	11.795	3.998
198.5	11.795	3.998
198.75	11.795	3.998
199	11.795	3.998
199.25	11.79	3.998
199.5	11.79	3.998
199.75	11.79	3.998
200	11.79	3.998
200.25	11.79	3.998
200.5	11.79	3.998
200.75	11.79	3.998
201	11.79	3.998
201.25	11.79	3.998
201.5	11.79	3.998
201.75	11.79	3.998
202	11.79	3.998
202.25	11.79	3.998
202.5	11.79	3.998
202.75	11.79	3.998
203	11.79	3.998
203.25	11.79	3.998
203.5	11.79	3.998
203.75	11.79	3.998
204	11.79	3.998
204.25	11.785	3.998
204.5	11.785	3.998
204.75	11.785	3.998
205	11.785	3.998
205.25	11.785	3.998
205.5	11.785	3.998
205.75	11.785	3.998
206	11.785	3.998
206.25	11.785	3.998
206.5	11.785	3.998
206.75	11.785	3.998
207	11.785	3.998
207.25	11.785	3.998
207.5	11.785	3.998
207.75	11.785	3.998
208	11.785	3.998
208.25	11.785	3.998
208.5	11.785	3.998
208.75	11.785	3.998
209	11.785	3.998
209.25	11.78	3.998
209.5	11.785	3.998
209.75	11.78	3.998
210	11.78	3.998
210.25	11.78	3.998
210.5	11.78	3.998
210.75	11.78	3.998
211	11.78	3.998
211.25	11.78	3.998
211.5	11.78	3.998
211.75	11.78	3.998
212	11.78	3.998
212.25	11.78	3.998
212.5	11.78	3.998
212.75	11.78	3.998
213	11.78	3.998
213.25	11.78	3.998
213.5	11.78	3.998
213.75	11.78	3.998
214	11.78	3.998
214.25	11.78	3.998
214.5	11.78	3.998
214.75	11.78	3.998
215	11.775	3.998
215.25	11.775	3.998
215.5	11.775	3.998
215.75	11.775	3.998
216	11.775	3.998
216.25	11.775	3.998
216.5	11.775	3.998
216.75	11.775	3.998
217	11.775	3.998
217.25	11.775	3.998
217.5	11.775	3.998
217.75	11.775	3.998
218	11.775	3.998
218.25	11.775	3.998
218.5	11.775	3.998
218.75	11.775	3.998
219	11.775	3.998
219.25	11.775	3.998
219.5	11.775	3.998
219.75	11.775	3.998
220	11.77	3.998
220.25	11.77	3.998
220.5	11.77	3.998
220.75	11.77	3.998
221	11.77	3.998
221.25	11.77	3.998
221.5	11.77	3.998
221.75	11.77	3.998
222	11.77	3.998
222.25	11.77	3.998
222.5	11.77	3.998
222.75	11.77	3.998
223	11.77	3.998
223.25	11.77	3.998
223.5	11.77	3.998
223.75	11.77	3.998
224	11.77	3.998
224.25	11.77	3.998
224.5	11.77	3.998
224.75	11.77	3.998
225	11.77	3.998
225.25	11.77	3.998
225.5	11.765	3.998
225.75	11.765	3.998
226	11.765	3.998
226.25	11.765	3.998
226.5	11.765	3.998
226.75	11.765	3.998
227	11.765	3.998
227.25	11.765	3.998
227.5	11.765	3.998
227.75	11.765	3.998
228	11.765	3.998
228.25	11.765	3.998
228.5	11.765	3.998
228.75	11.765	3.998
229	11.765	3.998
229.25	11.765	3.998
229.5	11.765	3.998
229.75	11.765	3.998
230	11.765	3.998
230.25	11.765	3.998
230.5	11.76	3.998
230.75	11.76	3.998
231	11.76	3.998
231.25	11.76	3.998
231.5	11.76	3.998
231.75	11.76	3.998
232	11.76	3.998
232.25	11.76	3.998
232.5	11.76	3.998
232.75	11.76	3.998
233	11.76	3.998
233.25	11.76	3.998
233.5	11.76	3.998
233.75	11.76	3.998
234	11.76	3.998
234.25	11.76	3.998
234.5	11.76	3.998
234.75	11.76	3.998
235	11.76	3.998
235.25	11.76	3.998
235.5	11.76	3.998
235.75	11.76	3.998
236	11.755	3.998
236.25	11.755	3.998
236.5	11.755	3.998
236.75	11.755	3.998
237	11.755	3.998
237.25	11.755	3.998
237.5	11.755	3.998
237.75	11.755	3.998
238	11.755	3.998
238.25	11.755	3.998
238.5	11.755	3.998
238.75	11.755	3.998
239	11.755	3.998
239.25	11.755	3.998
239.5	11.755	3.998
239.75	11.755	3.998
240	11.755	3.998
240.25	11.755	3.998
240.5	11.755	3.998
240.75	11.755	3.998
241	11.75	3.998
241.25	11.75	3.998
241.5	11.75	3.998
241.75	11.75	3.998
242	11.75	3.998
242.25	11.75	3.998
242.5	11.75	3.998
242.75	11.75	3.998
243	11.75	3.998
243.25	11.75	3.998
243.5	11.75	3.998
243.75	11.75	3.998
244	11.75	3.998
244.25	11.75	3.998
244.5	11.75	3.998
244.75	11.75	3.998
245	11.75	3.998
245.25	11.75	3.998
245.5	11.75	3.998
245.75	11.75	3.998
246	11.75	3.998
246.25	11.75	3.998
246.5	11.745	3.998
246.75	11.745	3.998
247	11.745	3.998
247.25	11.745	3.998
247.5	11.745	3.998
247.75	11.745	3.998
248	11.745	3.998
248.25	11.745	3.998
248.5	11.745	3.998
248.75	11.745	3.998
249	11.745	3.998
249.25	11.745	3.998
249.5	11.745	3.998
249.75	11.745	3.998
250	11.745	3.998
250.25	11.745	3.998
250.5	11.745	3.998
250.75	11.745	3.998
251	11.745	3.998
251.25	11.745	3.998
251.5	11.74	3.998
251.75	11.74	3.998
252	11.74	3.998
252.25	11.74	3.998
252.5	11.74	3.998
252.75	11.74	3.998
253	11.74	3.998
253.25	11.74	3.998
253.5	11.74	3.998
253.75	11.74	3.998
254	11.74	3.998
254.25	11.74	3.998
254.5	11.74	3.998
254.75	11.74	3.998
255	11.74	3.998
255.25	11.74	3.998
255.5	11.74	3.998
255.75	11.74	3.998
256	11.74	3.998
256.25	11.74	3.998
256.5	11.74	3.998
256.75	11.74	3.998
257	11.735	3.998
257.25	11.735	3.998
257.5	11.735	3.998
257.75	11.735	3.998
258	11.735	3.998
258.25	11.735	3.998
258.5	11.735	3.998
258.75	11.735	3.998
259	11.735	3.998
259.25	11.735	3.998
259.5	11.735	3.998
259.75	11.735	3.998
260	11.735	3.998
260.25	11.735	3.998
260.5	11.735	3.998
260.75	11.735	3.998
261	11.735	3.998
261.25	11.735	3.998
261.5	11.735	3.998
261.75	11.735	3.998
262	11.735	3.998
262.25	11.73	3.998
262.5	11.73	3.998
262.75	11.73	3.998
263	11.73	3.998
263.25	11.73	3.998
263.5	11.73	3.998
263.75	11.73	3.998
264	11.73	3.998
264.25	11.73	3.998
264.5	11.73	3.998
264.75	11.73	3.998
265	11.73	3.998
265.25	11.73	3.998
265.5	11.73	3.998
265.75	11.73	3.998
266	11.73	3.998
266.25	11.73	3.998
266.5	11.73	3.998
266.75	11.73	3.998
267	11.725	3.998
267.25	11.725	3.998
267.5	11.725	3.998
267.75	11.725	3.998
268	11.725	3.998
268.25	11.725	3.998
268.5	11.725	3.998
268.75	11.725	3.998
269	11.725	3.998
269.25	11.725	3.998
269.5	11.725	3.998
269.75	11.725	3.998
270	11.725	3.998
270.25	11.725	3.998
270.5	11.725	3.998
270.75	11.725	3.998
271	11.725	3.998
271.25	11.725	3.998
271.5	11.725	3.998
271.75	11.725	3.998
272	11.725	3.998
272.25	11.72	3.998
272.5	11.72	3.998
272.75	11.72	3.998
273	11.72	3.998
273.25	11.72	3.998
273.5	11.72	3.998
273.75	11.72	3.998
274	11.72	3.998
274.25	11.72	3.998
274.5	11.72	3.998
274.75	11.72	3.998
275	11.72	3.998
275.25	11.72	3.998
275.5	11.72	3.998
275.75	11.72	3.998
276	11.72	3.998
276.25	11.72	3.998
276.5	11.72	3.998
276.75	11.72	3.998
277	11.72	3.998
277.25	11.72	3.998
277.5	11.715	3.998
277.75	11.715	3.998
278	11.715	3.998
278.25	11.715	3.998
278.5	11.715	3.998
278.75	11.715	3.998
279	11.715	3.998
279.25	11.715	3.998
279.5	11.715	3.998
279.75	11.715	3.998
280	11.715	3.998
280.25	11.715	3.998
280.5	11.715	3.998
280.75	11.715	3.998
281	11.715	3.998
281.25	11.715	3.998
281.5	11.715	3.998
281.75	11.715	3.998
282	11.715	3.998
282.25	11.715	3.998
282.5	11.715	3.998
282.75	11.715	3.998
283	11.715	3.998
283.25	11.71	3.998
283.5	11.71	3.998
283.75	11.71	3.998
284	11.71	3.998
284.25	11.71	3.998
284.5	11.71	3.998
284.75	11.71	3.998
285	11.71	3.998
285.25	11.71	3.998
285.5	11.71	3.998
285.75	11.71	3.998
286	11.71	3.998
286.25	11.71	3.998
286.5	11.71	3.998
286.75	11.71	3.998
287	11.71	3.998
287.25	11.71	3.998
287.5	11.71	3.998
287.75	11.71	3.998
288	11.71	3.998
288.25	11.705	3.998
288.5	11.705	3.998
288.75	11.705	3.998
289	11.705	3.998
289.25	11.705	3.998
289.5	11.705	3.998
289.75	11.705	3.998
290	11.705	3.998
290.25	11.705	3.998
290.5	11.705	3.998
290.75	11.705	3.998
291	11.705	3.998
291.25	11.705	3.998
291.5	11.705	3.998
291.75	11.705	3.998
292	11.705	3.998
292.25	11.705	3.998
292.5	11.705	3.998
292.75	11.705	3.998
293	11.705	3.998
293.25	11.705	3.998
293.5	11.705	3.998
293.75	11.7	3.998
294	11.7	3.998
294.25	11.7	3.998
294.5	11.7	3.998
294.75	11.7	3.998
295	11.7	3.998
295.25	11.7	3.998
295.5	11.7	3.998
295.75	11.7	3.998
296	11.7	3.998
296.25	11.7	3.998
296.5	11.7	3.998
296.75	11.7	3.998
297	11.7	3.998
297.25	11.7	3.998
297.5	11.7	3.998
297.75	11.7	3.998
298	11.7	3.998
298.25	11.7	3.998
298.5	11.7	3.998
298.75	11.7	3.998
299	11.7	3.998
299.25	11.695	3.998
299.5	11.695	3.998
299.75	11.695	3.998
300	11.695	3.998
300.25	11.695	3.998
300.5	11.695	3.998
300.75	11.695	3.998
301	11.695	3.998
301.25	11.695	3.998
301.5	11.695	3.998
301.75	11.695	3.998
302	11.695	3.998
302.25	11.695	3.998
302.5	11.695	3.998
302.75	11.695	3.998
303	11.695	3.998
303.25	11.69	3.998
303.5	11.69	3.998
303.75	11.69	3.998
304	11.69	3.998
304.25	11.69	3.998
304.5	11.69	3.998
304.75	11.69	3.998
305	11.69	3.998
305.25	11.69	3.998
305.5	11.69	3.998
305.75	11.69	3.998
306	11.69	3.998
306.25	11.69	3.998
306.5	11.69	3.998
306.75	11.69	3.998
307	11.69	3.998
