0.25	1.500	12.12	0	0.000	12.2	0	0.0000	12.2
0.5	1.500	12.12	0	2.499	12.035	0	0.0000	12.2
0.75	1.500	12.12	1.25	2.499	12.03	0	4.9980	11.955
1	1.500	12.12	2.5	2.499	12.025	1.25	4.9980	11.945
1.25	1.500	12.12	3.75	2.499	12.025	2.5	4.9990	11.935
1.5	1.500	12.12	5	2.499	12.02	3.75	4.9980	11.93
1.75	1.500	12.12	6.25	2.499	12.015	5	4.9980	11.925
2	1.500	12.12	7.5	2.499	12.015	6.25	4.9980	11.92
2.25	1.500	12.12	8.75	2.499	12.01	7.5	4.9980	11.915
2.5	1.500	12.12	10	2.499	12.01	8.75	4.9980	11.91
2.75	1.500	12.12	11.25	2.499	12.01	10	4.9980	11.905
3	1.500	12.12	12.5	2.499	12.005	11.25	4.9980	11.9
3.25	1.500	12.12	13.75	2.498	12.005	12.5	4.9980	11.9
3.5	1.500	12.12	15	2.499	12.005	13.75	4.9980	11.895
3.75	1.500	12.12	16.25	2.499	12	15	4.9980	11.89
4	1.500	12.11	17.5	2.499	12	16.25	4.9980	11.89
4.25	1.500	12.11	18.75	2.499	12	17.5	4.9980	11.885
4.5	1.500	12.11	20	2.499	11.995	18.75	4.9980	11.88
4.75	1.500	12.11	21.25	2.499	11.995	20	4.9980	11.88
5	1.500	12.11	22.5	2.498	11.995	21.25	4.9990	11.875
5.25	1.500	12.11	23.75	2.499	11.99	22.5	4.9980	11.875
5.5	1.500	12.11	25	2.499	11.99	23.75	4.9980	11.87
5.75	1.500	12.11	26.25	2.499	11.99	25	4.9980	11.87
6	1.500	12.11	27.5	2.499	11.99	26.25	4.9980	11.865
6.25	1.500	12.11	28.75	2.499	11.985	27.5	4.9980	11.865
6.5	1.500	12.11	30	2.499	11.985	28.75	4.9980	11.865
6.75	1.500	12.11	31.25	2.499	11.985	30	4.9980	11.86
7	1.500	12.11	32.5	2.499	11.985	31.25	4.9980	11.86
7.25	1.500	12.11	33.75	2.499	11.985	32.5	4.9980	11.855
7.5	1.500	12.11	35	2.499	11.98	33.75	4.9980	11.855
7.75	1.500	12.11	36.25	2.499	11.98	35	4.9980	11.855
8	1.500	12.11	37.5	2.499	11.98	36.25	4.9980	11.85
8.25	1.500	12.11	38.75	2.499	11.98	37.5	4.9980	11.85
8.5	1.500	12.11	40	2.499	11.98	38.75	4.9980	11.845
8.75	1.500	12.11	41.25	2.499	11.98	40	4.9980	11.845
9	1.500	12.11	42.5	2.499	11.975	41.25	4.9980	11.845
9.25	1.500	12.11	43.75	2.499	11.975	42.5	4.9980	11.84
9.5	1.500	12.11	45	2.499	11.975	43.75	4.9980	11.84
9.75	1.500	12.11	46.25	2.499	11.975	45	4.9980	11.84
10	1.500	12.11	47.5	2.499	11.975	46.25	4.9990	11.835
10.25	1.500	12.11	48.75	2.499	11.975	47.5	4.9990	11.835
10.5	1.500	12.11	50	2.499	11.97	48.75	4.9980	11.835
10.75	1.500	12.11	51.25	2.499	11.97	50	4.9980	11.83
11	1.500	12.11	52.5	2.499	11.97	51.25	4.9980	11.83
