#t	i3	i5	i+15	i-15	ibus
  0.00000000000000	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22723358109664
  0.01111625752663	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22690347203229
  0.02223251505327	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22714111821974
  0.03334877257990	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22787527249086
  0.04446503010653	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22740553249484
  0.05558128763316	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22726814187044
  0.06669754515980	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22779820955423
  0.07781380268643	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  2.22839571080478
  0.08893006021306	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41210993695024
  0.10004631773969	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41211902071169
  0.11116257526633	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41231573115454
  0.12227883279296	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41231573115454
  0.13339509031959	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41231573115454
  0.14451134784623	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41231579424542
  0.15562760537286	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41231587788764
  0.16674386289949	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41231602334783
  0.17786012042612	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41231608664155
  0.18897637795276	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64926373652392
  0.20009263547939	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64926373652392
  0.21120889300602	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64926373652392
  0.22232515053265	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64926373652392
  0.23344140805929	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64928357529609
  0.24455766558592	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.64951919497652
  0.25567392311255	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65017201545234
  0.26679018063918	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65127100500490
  0.27790643816582	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65231015547068
  0.28902269569245	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65220897630803
  0.30013895321908	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65202871293665
  0.31125521074572	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65195327100480
  0.32237146827235	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65176089579423
  0.33348772579898	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65132180073552
  0.34460398332561	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  1.65129083339240
  0.35572024085225	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41248850842811
  0.36683649837888	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41235076548623
  0.37795275590551	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41213321482167
  0.38906901343214	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41202013307713
  0.40018527095878	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41232378737982
  0.41130152848541	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41232378737982
  0.42241778601204	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41232378737982
  0.43353404353868	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41247891364983
  0.44465030106531	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41279889486180
  0.45576655859194	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41275904223744
  0.46688281611857	  0.60606060606061	  0.20000000000000	  0.03333333333333	 -0.01333333333333	  0.41263295982646
