   1.4988996e+05   1.0170000e+01   0.0000000e+00   1.2549518e+01   0.0000000e+00   1.2373010e+01   0.0000000e+00   1.2302408e+01
   1.4943696e+05   1.0175000e+01   1.9852975e+02   1.2546721e+01   1.9852975e+02   1.2370214e+01   1.9852975e+02   1.2299611e+01
   1.4898374e+05   1.0180000e+01   3.9705949e+02   1.2543924e+01   3.9705949e+02   1.2367417e+01   3.9705949e+02   1.2296814e+01
   1.4853029e+05   1.0185000e+01   5.9558924e+02   1.2541128e+01   5.9558924e+02   1.2364620e+01   5.9558924e+02   1.2294018e+01
   1.4807662e+05   1.0190000e+01   7.9411898e+02   1.2538331e+01   7.9411898e+02   1.2361824e+01   7.9411898e+02   1.2291221e+01
   1.4762261e+05   1.0200000e+01   9.9264873e+02   1.2535534e+01   9.9264873e+02   1.2359027e+01   9.9264873e+02   1.2288424e+01
   1.4716826e+05   1.0205000e+01   1.1911785e+03   1.2532738e+01   1.1911785e+03   1.2356231e+01   1.1911785e+03   1.2285628e+01
   1.4671369e+05   1.0210000e+01   1.3897082e+03   1.2529941e+01   1.3897082e+03   1.2353434e+01   1.3897082e+03   1.2282831e+01
   1.4625890e+05   1.0215000e+01   1.5882380e+03   1.2527144e+01   1.5882380e+03   1.2350637e+01   1.5882380e+03   1.2280034e+01
   1.4580387e+05   1.0220000e+01   1.7867677e+03   1.2524348e+01   1.7867677e+03   1.2347841e+01   1.7867677e+03   1.2277238e+01
   1.4534863e+05   1.0225000e+01   1.9852975e+03   1.2521551e+01   1.9852975e+03   1.2345044e+01   1.9852975e+03   1.2274441e+01
   1.4489316e+05   1.0230000e+01   2.1838272e+03   1.2518755e+01   2.1838272e+03   1.2342247e+01   2.1838272e+03   1.2271644e+01
   1.4443746e+05   1.0235000e+01   2.3823569e+03   1.2515958e+01   2.3823569e+03   1.2339451e+01   2.3823569e+03   1.2268848e+01
   1.4398142e+05   1.0245000e+01   2.5808867e+03   1.2513161e+01   2.5808867e+03   1.2336654e+01   2.5808867e+03   1.2266051e+01
   1.4352505e+05   1.0250000e+01   2.7794164e+03   1.2510365e+01   2.7794164e+03   1.2333857e+01   2.7794164e+03   1.2263254e+01
   1.4306846e+05   1.0255000e+01   2.9779462e+03   1.2507568e+01   2.9779462e+03   1.2331061e+01   2.9779462e+03   1.2260458e+01
   1.4261152e+05   1.0265000e+01   3.1764759e+03   1.2504771e+01   3.1764759e+03   1.2328264e+01   3.1764759e+03   1.2257661e+01
   1.4215425e+05   1.0270000e+01   3.3750057e+03   1.2501975e+01   3.3750057e+03   1.2325467e+01   3.3750057e+03   1.2254864e+01
   1.4169675e+05   1.0275000e+01   3.5735354e+03   1.2499178e+01   3.5735354e+03   1.2322671e+01   3.5735354e+03   1.2252068e+01
   1.4123892e+05   1.0285000e+01   3.7720652e+03   1.2496381e+01   3.7720652e+03   1.2319874e+01   3.7720652e+03   1.2249271e+01
   1.4078075e+05   1.0290000e+01   3.9705949e+03   1.2493585e+01   3.9705949e+03   1.2317077e+01   3.9705949e+03   1.2246475e+01
   1.4032224e+05   1.0300000e+01   4.1691246e+03   1.2490788e+01   4.1691246e+03   1.2314281e+01   4.1691246e+03   1.2243678e+01
   1.3986328e+05   1.0310000e+01   4.3676544e+03   1.2487991e+01   4.3676544e+03   1.2311484e+01   4.3676544e+03   1.2240881e+01
   1.3940387e+05   1.0320000e+01   4.5661841e+03   1.2485195e+01   4.5661841e+03   1.2308687e+01   4.5661841e+03   1.2238085e+01
   1.3894401e+05   1.0330000e+01   4.7647139e+03   1.2482398e+01   4.7647139e+03   1.2305891e+01   4.7647139e+03   1.2235288e+01
   1.3848381e+05   1.0335000e+01   4.9632436e+03   1.2479601e+01   4.9632436e+03   1.2303094e+01   4.9632436e+03   1.2232491e+01
   1.3802328e+05   1.0345000e+01   5.1617734e+03   1.2476805e+01   5.1617734e+03   1.2300298e+01   5.1617734e+03   1.2229695e+01
   1.3756218e+05   1.0360000e+01   5.3603031e+03   1.2474008e+01   5.3603031e+03   1.2297501e+01   5.3603031e+03   1.2226898e+01
   1.3710052e+05   1.0370000e+01   5.5588329e+03   1.2471211e+01   5.5588329e+03   1.2294704e+01   5.5588329e+03   1.2224101e+01
   1.3663841e+05   1.0380000e+01   5.7573626e+03   1.2468415e+01   5.7573626e+03   1.2291908e+01   5.7573626e+03   1.2221305e+01
   1.3617585e+05   1.0390000e+01   5.9558924e+03   1.2465618e+01   5.9558924e+03   1.2289111e+01   5.9558924e+03   1.2218508e+01
   1.3571296e+05   1.0395000e+01   6.1544221e+03   1.2462821e+01   6.1544221e+03   1.2286314e+01   6.1544221e+03   1.2215711e+01
   1.3524961e+05   1.0410000e+01   6.3529518e+03   1.2460025e+01   6.3529518e+03   1.2283518e+01   6.3529518e+03   1.2212915e+01
   1.3478570e+05   1.0420000e+01   6.5514816e+03   1.2457228e+01   6.5514816e+03   1.2280721e+01   6.5514816e+03   1.2210118e+01
   1.3432145e+05   1.0425000e+01   6.7500113e+03   1.2454432e+01   6.7500113e+03   1.2277924e+01   6.7500113e+03   1.2207321e+01
   1.3385687e+05   1.0435000e+01   6.9485411e+03   1.2451635e+01   6.9485411e+03   1.2275128e+01   6.9485411e+03   1.2204525e+01
   1.3339184e+05   1.0445000e+01   7.1470708e+03   1.2448838e+01   7.1470708e+03   1.2272331e+01   7.1470708e+03   1.2201728e+01
   1.3292635e+05   1.0455000e+01   7.3456006e+03   1.2446042e+01   7.3456006e+03   1.2269534e+01   7.3456006e+03   1.2198931e+01
   1.3246042e+05   1.0465000e+01   7.5441303e+03   1.2443245e+01   7.5441303e+03   1.2266738e+01   7.5441303e+03   1.2196135e+01
   1.3199403e+05   1.0475000e+01   7.7426601e+03   1.2440448e+01   7.7426601e+03   1.2263941e+01   7.7426601e+03   1.2193338e+01
   1.3152720e+05   1.0485000e+01   7.9411898e+03   1.2437652e+01   7.9411898e+03   1.2261144e+01   7.9411898e+03   1.2190542e+01
   1.3105991e+05   1.0495000e+01   8.1397196e+03   1.2434855e+01   8.1397196e+03   1.2258348e+01   8.1397196e+03   1.2187745e+01
   1.3059218e+05   1.0505000e+01   8.3382493e+03   1.2432058e+01   8.3382493e+03   1.2255551e+01   8.3382493e+03   1.2184948e+01
   1.3012411e+05   1.0510000e+01   8.5367790e+03   1.2429262e+01   8.5367790e+03   1.2252754e+01   8.5367790e+03   1.2182152e+01
   1.2965570e+05   1.0520000e+01   8.7353088e+03   1.2426465e+01   8.7353088e+03   1.2249958e+01   8.7353088e+03   1.2179355e+01
   1.2918684e+05   1.0530000e+01   8.9338385e+03   1.2423668e+01   8.9338385e+03   1.2247161e+01   8.9338385e+03   1.2176558e+01
   1.2871753e+05   1.0540000e+01   9.1323683e+03   1.2420872e+01   9.1323683e+03   1.2244365e+01   9.1323683e+03   1.2173762e+01
   1.2824777e+05   1.0550000e+01   9.3308980e+03   1.2418075e+01   9.3308980e+03   1.2241568e+01   9.3308980e+03   1.2170965e+01
   1.2777756e+05   1.0560000e+01   9.5294278e+03   1.2415278e+01   9.5294278e+03   1.2238771e+01   9.5294278e+03   1.2168168e+01
   1.2730690e+05   1.0570000e+01   9.7279575e+03   1.2412482e+01   9.7279575e+03   1.2235975e+01   9.7279575e+03   1.2165372e+01
   1.2683579e+05   1.0580000e+01   9.9264873e+03   1.2409685e+01   9.9264873e+03   1.2233178e+01   9.9264873e+03   1.2162575e+01
   1.2636423e+05   1.0590000e+01   1.0125017e+04   1.2406888e+01   1.0125017e+04   1.2230381e+01   1.0125017e+04   1.2159778e+01
